Ratio Type,id,eid,formula,DOI,,表示该研究报告了氧含量,表示微观结构分析采用了高分辨率技术,表示材料表现出非线性弹性行为,测量的氧含量（以重量百万分比 wppm 表示）,平均晶粒尺寸（μm）,YM,YM_err,YS,YS_err,UTS,UTS_err,DAR,DAR_err,HV,HV_err,moe,moe_class,ph1,ph2,ph3,condition,comments,composition,,test type,Test Temperature (K),Test Rate (s?1),Ingot Description,Ingot Size (mm)
at%,70,Ti-3Cu,Ti0.9772Cu0.0228,10.1016/j.jmst.2019.03.044,,0,0,0,,,,,535,6,633,,19,5,243,18,0,rich,Ti-alpha-p,Ti2Cu,,ST-AC,"Alloys annealed at 910 deg C for 1 h then AC. Based on the morphology presented in Fig. 2, the matrix is alpha-prime martensite (Fig. 1 can be misleading). Elastic modulus not reported.",Ti0.9772 Cu0.0228,,,,,,
at%,71,Ti-5Cu,Ti0.9619Cu0.0381,10.1016/j.jmst.2019.03.044,,0,0,0,,,,,588,5,745,,8.3,0.7,272,29,0,rich,Ti-alpha-p,Ti2Cu,,ST-AC,"Alloys annealed at 910 deg C for 1 h then AC. Based on the morphology presented in Fig. 2, the matrix is alpha-prime martensite (Fig. 1 can be misleading). Elastic modulus not reported.",Ti0.9619 Cu0.0381,,,,,,
at%,72,Ti-7Cu,Ti0.9463Cu0.0537,10.1016/j.jmst.2019.03.044,,0,0,0,,,,,711,7,877,,3.6,1.6,298,20,0,rich,Ti-alpha-p,Ti2Cu,,ST-AC,"Alloys annealed at 910 deg C for 1 h then AC. Based on the morphology presented in Fig. 2, the matrix is alpha-prime martensite (Fig. 1 can be misleading). Elastic modulus not reported.",Ti0.9463 Cu0.0537,,,,,,
at%,73,Ti-30Zr-5Al-3V,Ti0.6933Al0.0992V0.0315Zr0.176,10.1016/j.msea.2017.03.027,,0,1,0,,400,97,,1181,,1302,,4.28,,400,11,-2.99,other,Ti-alpha-p,Ti-beta,,ST-AC,"Ingots heated to 1000 deg C and hot rolled, AC to room temperature. Unable to distinct alpha from alpha-p (no composition analysis). Grain size estimated from Fig. 3. Number of samples not informed. Hardness extracted from Fig. 6.",Ti0.6933 Al0.0992 V0.0315 Zr0.176,,,,,,
at%,74,Ti-30Zr-5Al-3V-0.5Fe,Ti0.6882Al0.0993V0.0315Fe0.0048Zr0.1762,10.1016/j.msea.2017.03.027,,0,1,0,,400,92,,1299,,1420,,5.34,,439,13,-1.54,other,Ti-alpha-p,Ti-beta,,ST-AC,"Ingots heated to 1000 deg C and hot rolled, AC to room temperature. Unable to distinct alpha from alpha-p (no composition analysis). Grain size estimated from Fig. 3. Number of samples not informed. Hardness extracted from Fig. 6.",Ti0.6882 Al0.0993 V0.0315 Fe0.0048 Zr0.1762,,,,,,
at%,75,Ti-30Zr-5Al-3V-1.0Fe,Ti0.6832Al0.0993V0.0316Fe0.0096Zr0.1763,10.1016/j.msea.2017.03.027,,0,1,0,,400,100,,1421,,1533,,2.49,,475,11,-0.09,other,Ti-alpha-p,Ti-beta,,ST-AC,"Ingots heated to 1000 deg C and hot rolled, AC to room temperature. Unable to distinct alpha from alpha-p (no composition analysis). Grain size estimated from Fig. 3. Number of samples not informed. Hardness extracted from Fig. 6.",Ti0.6832 Al0.0993 V0.0316 Fe0.0096 Zr0.1763,,,,,,
at%,76,Ti-30Zr-5Al-3V-1.5Fe,Ti0.6781Al0.0994V0.0316Fe0.0144Zr0.1764,10.1016/j.msea.2017.03.027,,0,1,0,,350,96,,1553,,1667,,2.34,,488,11,1.36,rich,Ti-beta,Ti-alpha-p,,ST-AC,"Ingots heated to 1000 deg C and hot rolled, AC to room temperature. Unable to distinct alpha from alpha-p (no composition analysis). Grain size estimated from Fig. 3. Number of samples not informed. Hardness extracted from Fig. 6.",Ti0.6781 Al0.0994 V0.0316 Fe0.0144 Zr0.1764,,,,,,
at%,77,Ti-30Zr-5Al-3V-2.0Fe,Ti0.6731Al0.0995V0.0316Fe0.0192Zr0.1766,10.1016/j.msea.2017.03.027,,0,1,0,,300,103,,1399,,1538,,1.9,,484,13,2.8,rich,Ti-beta,Ti-alpha-p,,ST-AC,"Ingots heated to 1000 deg C and hot rolled, AC to room temperature. Unable to distinct alpha from alpha-p (no composition analysis). Grain size estimated from Fig. 3. Number of samples not informed. Hardness extracted from Fig. 6.",Ti0.6731 Al0.0995 V0.0316 Fe0.0192 Zr0.1766,,,,,,
at%,78,Ti-30Zr-5Al-3V-2.5Fe,Ti0.668Al0.0996V0.0316Fe0.0241Zr0.1767,10.1016/j.msea.2017.03.027,,0,1,0,,300,79,,1068,,1115,,2,,403,15,4.27,rich,Ti-beta,Ti-alpha-p,,ST-AC,"Ingots heated to 1000 deg C and hot rolled, AC to room temperature. Unable to distinct alpha from alpha-p (no composition analysis). Grain size estimated from Fig. 3. Number of samples not informed. Hardness extracted from Fig. 6.",Ti0.668 Al0.0996 V0.0316 Fe0.0241 Zr0.1767,,,,,,
at%,79,Ti-25Nb-3Zr-3Mo-2Sn,Ti0.7999Zr0.0188Nb0.1538Mo0.0179Sn0.0096,10.1016/j.msea.2009.11.059,,0,0,1,,25,83,6,499.1,71.4,708.5,,0.7,,,,10.01,meta,Ti-beta,,,ST-AC,Elastic modulus (incipient) from 1% strain (Fig. 5a). Errors in composition not reported. Average grain size shown in Fig. 6a. Phase composition not detailed for the ST-WQ condition.,Ti0.7999 Zr0.0188 Nb0.1538 Mo0.0179 Sn0.0096,,,,,,
at%,80,Ti-5Hf,Ti0.9863Hf0.0137,10.2320/matertrans.45.1549,,0,0,0,1030,,115,,369,,455,,25.6,,,,0,rich,Ti-alpha-p,,,ST-WQ,Composition variations and oxygen content based on Ti-10Hf errors (Table 2). Elastic modulus measured via resonant frequencies (Fig. 3). Phase analisys restricted to conventional XRD. Mechanical properties extracted from Fig. 5.,Ti0.9863 Hf0.0137,,resonant frequencies,,,,
at%,81,Ti-10Hf,Ti0.9716Hf0.0284,10.2320/matertrans.45.1549,,0,0,0,1030,,114,,406,,482,,21.2,,,,0,rich,Ti-alpha-p,,,ST-WQ,Composition variations and oxygen content based on Ti-10Hf errors (Table 2). Elastic modulus measured via resonant frequencies (Fig. 3). Phase analisys restricted to conventional XRD. Mechanical properties extracted from Fig. 5.,Ti0.9716 Hf0.0284,,resonant frequencies,,,,
at%,82,Ti-15Hf,Ti0.9557Hf0.0443,10.2320/matertrans.45.1549,,0,0,0,1030,,113,,439,,546,,19.6,,,,0,rich,Ti-alpha-p,,,ST-WQ,Composition variations and oxygen content based on Ti-10Hf errors (Table 2). Elastic modulus measured via resonant frequencies (Fig. 3). Phase analisys restricted to conventional XRD. Mechanical properties extracted from Fig. 5.,Ti0.9557 Hf0.0443,,resonant frequencies,,,,
at%,83,Ti-20Hf,Ti0.9384Hf0.0616,10.2320/matertrans.45.1549,,0,0,0,1030,,112,,530,,634,,12.1,,,,0,rich,Ti-alpha-p,,,ST-WQ,Composition variations and oxygen content based on Ti-10Hf errors (Table 2). Elastic modulus measured via resonant frequencies (Fig. 3). Phase analisys restricted to conventional XRD. Mechanical properties extracted from Fig. 5.,Ti0.9384 Hf0.0616,,resonant frequencies,,,,
at%,84,Ti-30Hf,Ti0.8991Hf0.1009,10.2320/matertrans.45.1549,,0,0,0,1030,,110,,551,,681,,9.1,,,,0,rich,Ti-alpha-p,,,ST-WQ,Composition variations and oxygen content based on Ti-10Hf errors (Table 2). Elastic modulus measured via resonant frequencies (Fig. 3). Phase analisys restricted to conventional XRD. Mechanical properties extracted from Fig. 5.,Ti0.8991 Hf0.1009,,resonant frequencies,,,,
at%,85,Ti-40Hf,Ti0.852Hf0.148,10.2320/matertrans.45.1549,,0,0,0,1030,,109,,964,,1106,,2.7,,,,0,rich,Ti-alpha-p,,,ST-WQ,Composition variations and oxygen content based on Ti-10Hf errors (Table 2). Elastic modulus measured via resonant frequencies (Fig. 3). Phase analisys restricted to conventional XRD. Mechanical properties extracted from Fig. 5.,Ti0.852 Hf0.148,,resonant frequencies,,,,
at%,86,Ti-25Zr-25Nb,Ti0.6586Fe0.001Zr0.1739Nb0.1664,10.1016/j.msea.2018.09.002,,0,0,0,1950,263,70,,480,,552,,54,,220,4,7.14,near,Ti-beta,,,ST-AC,Oxygen content assumed to be the average of two values reported in Table 1. Cooling condition not clear - assumed AC. Samples ST at 1273K for 1h. Young modulus not confirmed via experiments.,Ti0.6586 Fe0.001 Zr0.1739 Nb0.1664,,,,,,
at%,87,Ti-8Fe,Ti0.9306Fe0.0694,10.1016/j.matdes.2015.03.028,,0,0,0,,100,129,,1560,,,,-11,,468,9,23.21,meta,Ti-beta,Ti-alpha-dp,,As-cast,Cold crucible leviation casting. Average grain size estimated from Fig. 2. Modulus and hardness from Fig. 4. Plastic strength and yield stress approx. from Fig. 8. Mechanical assessment conducted under compression. Oxygen content not reported.,Ti0.9306 Fe0.0694,,compression,,,,
at%,88,Ti-8Fe-5Ta,Ti0.9141Fe0.072Ta0.0139,10.1016/j.matdes.2015.03.028,,0,0,0,,100,120,,1103,,,,-31,,389,5,24.29,meta,Ti-beta,Ti-alpha-dp,,As-cast,Cold crucible leviation casting. Average grain size estimated from Fig. 2. Modulus and hardness from Fig. 4. Plastic strength and yield stress approx. from Fig. 8. Mechanical assessment conducted under compression. Oxygen content not reported.,Ti0.9141 Fe0.072 Ta0.0139,,compression,,,,
at%,89,Ti-8Fe-8Ta,Ti0.9035Fe0.0738Ta0.0228,10.1016/j.matdes.2015.03.028,,0,0,0,,100,106,,1050,,,,-31.5,,379,5,24.97,meta,Ti-beta,Ti-alpha-dp,,As-cast,Cold crucible leviation casting. Average grain size estimated from Fig. 2. Modulus and hardness from Fig. 4. Plastic strength and yield stress approx. from Fig. 8. Mechanical assessment conducted under compression. Oxygen content not reported.,Ti0.9035 Fe0.0738 Ta0.0228,,compression,,,,
at%,90,Ti-9Fe-2Ta,Ti0.9152Fe0.0793Ta0.0054,10.1016/j.matdes.2015.03.028,,0,0,0,,100,110,2,1143,,,,-29.9,,390,5,26.53,meta,Ti-beta,Ti-alpha-dp,,As-cast,Cold crucible leviation casting. Average grain size estimated from Fig. 2. Modulus and hardness from Fig. 4. Plastic strength and yield stress approx. from Fig. 8. Mechanical assessment conducted under compression. Oxygen content not reported.,Ti0.9152 Fe0.0793 Ta0.0054,,compression,,,,
at%,91,Ti-9Fe-5Ta,Ti0.9049Fe0.0812Ta0.0139,10.1016/j.matdes.2015.03.028,,0,0,0,,100,103,,1079,,,,-33.8,,370,5,27.21,meta,Ti-beta,Ti-alpha-dp,,As-cast,Cold crucible leviation casting. Average grain size estimated from Fig. 2. Modulus and hardness from Fig. 4. Plastic strength and yield stress approx. from Fig. 8. Mechanical assessment conducted under compression. Oxygen content not reported.,Ti0.9049 Fe0.0812 Ta0.0139,,compression,,,,
at%,92,Ti-9Fe-9Ta,Ti0.8904Fe0.0838Ta0.0259,10.1016/j.matdes.2015.03.028,,0,0,0,,100,99,,1016,,,,-34.7,,351,5,28.09,meta,Ti-beta,Ti-alpha-dp,,As-cast,Cold crucible leviation casting. Average grain size estimated from Fig. 2. Modulus and hardness from Fig. 4. Plastic strength and yield stress approx. from Fig. 8. Mechanical assessment conducted under compression. Oxygen content not reported.,Ti0.8904 Fe0.0838 Ta0.0259,,compression,,,,
at%,93,Ti-10Fe10Ta,Ti0.877Fe0.094Ta0.029,10.1016/j.matdes.2015.03.028,,0,0,0,,100,92,,1008,,,,-35.4,,343,5,31.21,stable,Ti-beta,Ti-alpha-dp,,As-cast,Cold crucible leviation casting. Average grain size estimated from Fig. 2. Modulus and hardness from Fig. 4. Plastic strength and yield stress approx. from Fig. 8. Mechanical assessment conducted under compression. Oxygen content not reported.,Ti0.877 Fe0.094 Ta0.029,,compression,,,,
at%,94,Ti-7Mo-4Al-3V-3Cr,Ti0.8407Al0.0697V0.0284Cr0.0269Mo0.0342,10.1016/j.matdes.2017.02.043,,0,0,0,,148,,,829,12,884,,17,1,,,9.55,near,Ti-beta,,,ST-WQ,"ST at 910 deg C for 30 min, then water-quenched. Properties extracted from Fig. 9. Hardness and modulus not reported. TEM investigation not reported. ",Ti0.8407 Al0.0697 V0.0284 Cr0.0269 Mo0.0342,,,,,,
at%,95,Ti-5Al-5Mo-5V-3Cr,Ti0.815Al0.0912V0.0437Cr0.0264Mo0.0237,10.1016/j.matdes.2017.02.043,,0,0,0,,135,,,804,11,836,,12,1,,,7.39,near,Ti-beta,,,ST-WQ,"ST at 910 deg C for 30 min, then water-quenched. Properties extracted from Fig. 9. Hardness and modulus not reported. TEM investigation not reported. ",Ti0.815 Al0.0912 V0.0437 Cr0.0264 Mo0.0237,,,,,,
at%,96,Ti-7V-5Mo-3Al-3Cr,Ti0.827Al0.0537V0.0663Cr0.0279Mo0.0252,10.1016/j.scriptamat.2017.10.017,,0,1,0,,64,,,750,,1100,,19,,,,11.5,meta,Ti-beta,Ti-omega,,ST-WQ,"ST at 900 deg C for 5 min, then WQ. Average grain size from page 2. ",Ti0.827 Al0.0537 V0.0663 Cr0.0279 Mo0.0252,,,,,,
at%,97,TiZr-5Al,Ti0.5843Al0.1091Zr0.3066,10.1016/j.jallcom.2015.12.199,,0,1,0,,107,100,5,1710,140,1665,,0.82,0.07,,,-5,other,Ti-alpha-p,,,ST-WQ,WQ just after hot-rolling (850 deg C). Grain size assumed to be an average of parent (200 um) and dynamic rycrystallizatiion grains (15 um),Ti0.5843 Al0.1091 Zr0.3066,,,,,,
at%,98,TiZr-5Al-1V,Ti0.5769Al0.1089V0.0115Zr0.3027,10.1016/j.jallcom.2015.12.199,,0,1,0,,107,72,3,740,70,1255,,5.75,0.45,,,-4.33,other,Ti-alpha-p,Ti-alpha-dp,Ti-beta,ST-WQ,WQ just after hot-rolling (850 deg C). Grain size assumed to be an average of parent (200 um) and dynamic rycrystallizatiion grains (15 um),Ti0.5769 Al0.1089 V0.0115 Zr0.3027,,,,,,
at%,99,TiZr-5Al-3V,Ti0.5622Al0.1084V0.0345Zr0.295,10.1016/j.jallcom.2015.12.199,,0,1,0,,107,68,3,690,70,1355,,12.4,1.4,,,-2.99,other,Ti-alpha-dp,Ti-beta,,ST-WQ,WQ just after hot-rolling (850 deg C). Grain size assumed to be an average of parent (200 um) and dynamic rycrystallizatiion grains (15 um),Ti0.5622 Al0.1084 V0.0345 Zr0.295,,,,,,
at%,100,TiZr-5Al-5V,Ti0.5476Al0.1079V0.0572Zr0.2873,10.1016/j.jallcom.2015.12.199,,0,1,0,,107,73,4,955,95,1055,,8.95,0.85,,,-1.65,other,Ti-beta,Ti-alpha-dp,,ST-WQ,WQ just after hot-rolling (850 deg C). Grain size assumed to be an average of parent (200 um) and dynamic rycrystallizatiion grains (15 um),Ti0.5476 Al0.1079 V0.0572 Zr0.2873,,,,,,
at%,101,TiZr-5Al-7V,Ti0.5331Al0.1075V0.0797Zr0.2797,10.1016/j.jallcom.2015.12.199,,0,1,0,,107,81,4,1065,95,1185,,9.35,0.85,,,-0.31,other,Ti-beta,,,ST-WQ,WQ just after hot-rolling (850 deg C). Grain size assumed to be an average of parent (200 um) and dynamic rycrystallizatiion grains (15 um),Ti0.5331 Al0.1075 V0.0797 Zr0.2797,,,,,,
at%,102,Ti-38Nb-0.13O,Ti0.76Nb0.24,10.2320/matertrans.M2018021,,1,0,1,1300,200,56,1.5,203,10,481,,36,1.5,,,10.64,meta,Ti-alpha-dp,Ti-beta,,ST-WQ,Average grain size ~ 200 um (Fig. 2). Hardness not reported. Mechanical properties taken from Fig. 3,Ti0.76 Nb0.24,,,,,,
at%,103,Ti-38Nb-0.24O,Ti0.76Nb0.24,10.2320/matertrans.M2018021,,1,0,1,2400,200,58,1.8,301,25,578,,37.7,0.5,,,10.64,meta,Ti-beta,,,ST-WQ,Average grain size ~ 200 um (Fig. 2). Hardness not reported. Mechanical properties taken from Fig. 3,Ti0.76 Nb0.24,,,,,,
at%,104,Ti-38Nb-0.46O,Ti0.76Nb0.24,10.2320/matertrans.M2018021,,1,0,1,4600,200,62,2,575,5,780,,25,2.5,,,10.64,meta,Ti-beta,,,ST-WQ,Average grain size ~ 200 um (Fig. 2). Hardness not reported. Mechanical properties taken from Fig. 3,Ti0.76 Nb0.24,,,,,,
at%,105,Ti-12Mo-5Zr,Ti0.906Zr0.0286Mo0.0654,10.1016/j.jallcom.2011.05.090,,1,0,0,800,90,64.5,0.3,509,16,628,32,4.7,0.3,442,8,12.01,meta,Ti-beta,Ti-alpha-dp,,ST-WQ,Annealed at 1133K for 1h followed by a rapid water quenching. Errors in composition not reported. Grain size informed in the text could be misleading (see Fig. 1).,Ti0.906 Zr0.0286 Mo0.0654,,,,,,
at%,106,Ti-25Ta-25Nb,Ti0.7195Nb0.1853Ta0.0952,10.1016/j.jmbbm.2010.06.007,,0,0,1,,30,55,,200,,530,,20,,145,,12.5,meta,Ti-beta,,,ST-WQ,"All samples were solution treated at 850 deg C for 0.5 h and water quenched. Alloy exhibits superelasticity, with a stress plateau at 200 MPa. Grain size estimated based on Fig. 2",Ti0.7195 Nb0.1853 Ta0.0952,,,,,,
at%,107,Pure Ti,Ti1,10.1016/j.jmbbm.2010.06.007,,0,0,1,,20,105,,200,,360,,27,,134,,0,rich,Ti-alpha,,,ST-AC,Grain size estimated based on Fig. 2. Processing condition not especified (assumed AC),Ti1,,,,,,
at%,108,Ti-15Nb-0.15O,Ti0.9167Nb0.0833,10.1016/j.msea.2021.141750,,1,0,0,1500,,96,5,558,51,,,-50,,211,8,4.2,rich,Ti-alpha,Ti-beta,,ST-FC,"Errors in composition not reported. Number of samples/specimens not reported. Mechanical strength via compression tests (Table 1). Sample did not fracture, assumed deformation of -50%.",Ti0.9167 Nb0.0833,,compression,,,,
at%,109,Ti-15Nb-0.25O,Ti0.9167Nb0.0833,10.1016/j.msea.2021.141750,,1,0,0,2500,,103,4,744,26,,,-33,3,245,5,4.2,rich,Ti-alpha,Ti-beta,,ST-FC,Errors in composition not reported. Number of samples/specimens not reported. Mechanical strength via compression tests (Table 1).,Ti0.9167 Nb0.0833,,compression,,,,
at%,110,Ti-15Nb-0.40O,Ti0.9167Nb0.0833,10.1016/j.msea.2021.141750,,1,0,0,4000,,102,1,962,22,,,-30,3,265,7,4.2,rich,Ti-alpha,Ti-beta,,ST-FC,Errors in composition not reported. Number of samples/specimens not reported. Mechanical strength via compression tests (Table 1).,Ti0.9167 Nb0.0833,,compression,,,,
at%,111,Ti-17.5Nb-0.15O,Ti0.9015Nb0.0985,10.1016/j.msea.2021.141750,,1,0,0,1500,,89,2,628,9,,,-50,,220,6,4.9,rich,Ti-alpha,Ti-beta,,ST-FC,"Errors in composition not reported. Number of samples/specimens not reported. Mechanical strength via compression tests (Table 1). Sample did not fracture, assumed deformation of -50%.",Ti0.9015 Nb0.0985,,compression,,,,
at%,112,Ti-17.5Nb-0.25O,Ti0.9015Nb0.0985,10.1016/j.msea.2021.141750,,1,0,0,2500,,91,5,822,25,,,-27,5,252,9,4.9,rich,Ti-alpha,Ti-beta,,ST-FC,Errors in composition not reported. Number of samples/specimens not reported. Mechanical strength via compression tests (Table 1).,Ti0.9015 Nb0.0985,,compression,,,,
at%,113,Ti-17.5Nb-0.40O,Ti0.9015Nb0.0985,10.1016/j.msea.2021.141750,,1,0,0,4000,,92,3,893,15,,,-20,5,275,2,4.9,rich,Ti-alpha,Ti-beta,,ST-FC,Errors in composition not reported. Number of samples/specimens not reported. Mechanical strength via compression tests (Table 1).,Ti0.9015 Nb0.0985,,compression,,,,
at%,114,Ti-20.0Nb-0.15O,Ti0.8859Nb0.1141,10.1016/j.msea.2021.141750,,1,0,0,1500,,89,1,655,40,,,-36,9,239,2,5.6,near,Ti-alpha,Ti-beta,,ST-FC,Errors in composition not reported. Number of samples/specimens not reported. Mechanical strength via compression tests (Table 1).,Ti0.8859 Nb0.1141,,compression,,,,
at%,115,Ti-20.0Nb-0.25O,Ti0.8859Nb0.1141,10.1016/j.msea.2021.141750,,1,0,0,2500,,87,2,818,51,,,-31,4,273,3,5.6,near,Ti-alpha,Ti-beta,,ST-FC,Errors in composition not reported. Number of samples/specimens not reported. Mechanical strength via compression tests (Table 1).,Ti0.8859 Nb0.1141,,compression,,,,
at%,116,Ti-20.0Nb-0.40O,Ti0.8859Nb0.1141,10.1016/j.msea.2021.141750,,1,0,0,4000,,94,2,906,25,,,-25,2,291,1,5.6,near,Ti-alpha,Ti-beta,,ST-FC,Errors in composition not reported. Number of samples/specimens not reported. Mechanical strength via compression tests (Table 1).,Ti0.8859 Nb0.1141,,compression,,,,
at%,117,Ti-22.5Nb-0.15O,Ti0.8699Nb0.1301,10.1016/j.msea.2021.141750,,1,0,0,1500,,89,4,734,35,,,-25,7,262,4,6.3,near,Ti-alpha,Ti-beta,,ST-FC,Errors in composition not reported. Number of samples/specimens not reported. Mechanical strength via compression tests (Table 1).,Ti0.8699 Nb0.1301,,compression,,,,
at%,118,Ti-22.5Nb-0.25O,Ti0.8699Nb0.1301,10.1016/j.msea.2021.141750,,1,0,0,2500,,99,6,854,23,,,-26,1,290,4,6.3,near,Ti-alpha,Ti-beta,,ST-FC,Errors in composition not reported. Number of samples/specimens not reported. Mechanical strength via compression tests (Table 1).,Ti0.8699 Nb0.1301,,compression,,,,
at%,119,Ti-22.5Nb-0.40O,Ti0.8699Nb0.1301,10.1016/j.msea.2021.141750,,1,0,0,4000,,100,1,930,25,,,-28,3,303,4,6.3,near,Ti-alpha,Ti-beta,,ST-FC,Errors in composition not reported. Number of samples/specimens not reported. Mechanical strength via compression tests (Table 1).,Ti0.8699 Nb0.1301,,compression,,,,
at%,120,cp Ti grade 1,Ti0.9983Fe0.0017,10.1520/F0067-13R17,,1,0,0,1800,,102,,170,,,,25,,,,0.58,rich,Ti-alpha,,,ST,Ingot metallurgy route. Processing and cooling conditions unknown. Compilation by 10.3390/prosthesis2020011,Ti0.9983 Fe0.0017,,,,,,
at%,121,cp Ti grade 2,Ti0.9983Fe0.0017,10.1520/F0067-13R17,,1,0,0,2500,,102,,275,,,,20,,,,0.58,rich,Ti-alpha,,,ST,Ingot metallurgy route. Processing and cooling conditions unknown. Compilation by 10.3390/prosthesis2020011,Ti0.9983 Fe0.0017,,,,,,
at%,122,cp Ti grade 3,Ti0.9983Fe0.0017,10.1520/F0067-13R17,,1,0,0,3500,,102,,380,,,,18,,,,0.58,rich,Ti-alpha,,,ST,Ingot metallurgy route. Processing and cooling conditions unknown. Compilation by 10.3390/prosthesis2020011,Ti0.9983 Fe0.0017,,,,,,
at%,123,cp Ti grade 4,Ti0.9974Fe0.0026,10.1520/F0067-13R17,,1,0,0,4000,,104,,483,,,,15,,,,0.88,rich,Ti-alpha,,,ST,Ingot metallurgy route. Processing and cooling conditions unknown. Compilation by 10.3390/prosthesis2020011,Ti0.9974 Fe0.0026,,,,,,
at%,124,Ti-7Fe,Ti0.9394Fe0.0606,10.1016/j.msec.2015.11.072,,0,0,0,,150,130,,1847,,,,-8,,560,8,20.3,meta,Ti-beta,Ti-alpha-dp,,As-cast,Cold crucible levitation melting (CCLM). Mechanical tests in compression. Vickers hardness from Fig. 8; errors estimated from Fig. 8. Average grain size rougly estimated from Fig. 2.,Ti0.9394 Fe0.0606,,compression,,,,
at%,125,Ti-7Fe-1Nb,Ti0.9339Fe0.0609Nb0.0052,10.1016/j.msec.2015.11.072,,0,0,0,,150,124,,1785,,,,-10,,525,8,20.58,meta,Ti-beta,Ti-alpha-dp,,As-cast,Cold crucible levitation melting (CCLM). Mechanical tests in compression. Vickers hardness from Fig. 8; errors estimated from Fig. 8. Average grain size rougly estimated from Fig. 2.,Ti0.9339 Fe0.0609 Nb0.0052,,compression,,,,
at%,126,Ti-7Fe-4Nb,Ti0.917Fe0.0618Nb0.0212,10.1016/j.msec.2015.11.072,,0,0,0,,150,115,,1539,,,,-24.3,,421,8,21.41,meta,Ti-beta,Ti-alpha-dp,,As-cast,Cold crucible levitation melting (CCLM). Mechanical tests in compression. Vickers hardness from Fig. 8; errors estimated from Fig. 8. Average grain size rougly estimated from Fig. 2.,Ti0.917 Fe0.0618 Nb0.0212,,compression,,,,
at%,127,Ti-7Fe-6Nb,Ti0.9054Fe0.0624Nb0.0322,10.1016/j.msec.2015.11.072,,0,0,0,,150,97,,1144,,,,-23.1,,372,8,21.97,meta,Ti-beta,Ti-alpha-dp,,As-cast,Cold crucible levitation melting (CCLM). Mechanical tests in compression. Vickers hardness from Fig. 8; errors estimated from Fig. 8. Average grain size rougly estimated from Fig. 2.,Ti0.9054 Fe0.0624 Nb0.0322,,compression,,,,
at%,128,Ti-7Fe-9Nb,Ti0.8876Fe0.0634Nb0.049,10.1016/j.msec.2015.11.072,,0,0,0,,150,89,,1010,,,,-40.5,,335,8,22.82,meta,Ti-beta,Ti-alpha-dp,,As-cast,Cold crucible levitation melting (CCLM). Mechanical tests in compression. Vickers hardness from Fig. 8; errors estimated from Fig. 8. Average grain size rougly estimated from Fig. 2.,Ti0.8876 Fe0.0634 Nb0.049,,compression,,,,
at%,129,Ti-7Fe-11Nb,Ti0.8754Fe0.0641Nb0.0605,10.1016/j.msec.2015.11.072,,0,0,0,,150,86,,985,,,,-41.5,,325,8,23.39,meta,Ti-beta,,,As-cast,Cold crucible levitation melting (CCLM). Mechanical tests in compression. Vickers hardness from Fig. 8; errors estimated from Fig. 8. Average grain size rougly estimated from Fig. 2.,Ti0.8754 Fe0.0641 Nb0.0605,,compression,,,,
at%,130,Ti-33Zr-3Fe-2Cr,Ti0.7405Cr0.022Fe0.0307Zr0.2068,10.1016/j.matdes.2018.05.035,,0,0,0,,,140,5,1049,17,1755,50,-25.7,2,,,11.9,meta,Ti-beta,C15,Fe2Zr,As-cast,"Cold crucible levitation melting (CCLM). Mechanical tests in compression. Elastic modulus via nanohardness. Approximations: Fig 5 (Yield stregth), Fig (UTS, plastic strain), Fig 7 (Elastic modulus).",Ti0.7405 Cr0.022 Fe0.0307 Zr0.2068,,compression,,,,
at%,131,Ti-33Zr-5Fe-2Cr,Ti0.7191Cr0.0221Fe0.0514Zr0.2075,10.1016/j.matdes.2018.05.035,,0,0,0,,,145,8,1130,12,1830,55,-24.8,2.5,,,17.71,meta,Ti-beta,C15,Fe2Zr,As-cast,"Cold crucible levitation melting (CCLM). Mechanical tests in compression. Elastic modulus via nanohardness. Approximations: Fig 5 (Yield stregth), Fig (UTS, plastic strain), Fig 7 (Elastic modulus).",Ti0.7191 Cr0.0221 Fe0.0514 Zr0.2075,,compression,,,,
at%,132,Ti-33Zr-7Fe-2Cr,Ti0.6975Cr0.0221Fe0.0722Zr0.2082,10.1016/j.matdes.2018.05.035,,0,0,0,,,157,13,1239,27,1901,39,-24.2,2.6,,,23.51,meta,Ti-beta,C15,Fe2Zr,As-cast,"Cold crucible levitation melting (CCLM). Mechanical tests in compression. Elastic modulus via nanohardness. Approximations: Fig 5 (Yield stregth), Fig (UTS, plastic strain), Fig 7 (Elastic modulus).",Ti0.6975 Cr0.0221 Fe0.0722 Zr0.2082,,compression,,,,
at%,133,Ti-33Zr-3Fe-4Cr,Ti0.718Cr0.0441Fe0.0308Zr0.2072,10.1016/j.matdes.2018.05.035,,0,0,0,,,130,6,1113,32,2008,79,-33.7,1.9,,,15.11,meta,Ti-beta,C15,"Zr(Fe,Cr)2",As-cast,"Cold crucible levitation melting (CCLM). Mechanical tests in compression. Elastic modulus via nanohardness. Approximations: Fig 5 (Yield stregth), Fig (UTS, plastic strain), Fig 7 (Elastic modulus).",Ti0.718 Cr0.0441 Fe0.0308 Zr0.2072,,compression,,,,
