Processing_Description,YS(MPa),UTS(MPa),El(%),Ag(wt%),Al(wt%),B(wt%),Be(wt%),Bi(wt%),Cd(wt%),Co(wt%),Cr(wt%),Cu(wt%),Er(wt%),Eu(wt%),Fe(wt%),Ga(wt%),Li(wt%),Mg(wt%),Mn(wt%),Ni(wt%),Pb(wt%),Sc(wt%),Si(wt%),Sn(wt%),Ti(wt%),V(wt%),Zn(wt%),Zr(wt%)
Solutionised  + Artificially peak aged,213.2,247.9,1.3,0.0,92.25999999999999,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06999999999999999,0.0,0.0,0.41000000000000003,0.0,0.0,0.0,0.0,7.109999999999999,0.0,0.13999999999999999,0.0,0.0,0.0
Solutionised  + Artificially peak aged,218.6,224.2,1.1,0.0,92.07,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.41000000000000003,0.0,0.08,0.0,0.0,0.32,0.0,0.0,0.0,0.0,7.000000000000001,0.0,0.11,0.0,0.0,0.0
Solutionised  + Artificially peak aged,255.5,280.9,4.5,0.0,91.64999999999999,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.08,0.0,0.0,0.36,0.0,0.0,0.0,0.0,7.539999999999999,0.0,0.13999999999999999,0.0,0.0,0.0
Solutionised  + Artificially peak aged,372.316878,434.369691,10.0,0.0,94.19999999999999,0.0,0.0,0.0,0.0,0.0,0.0,2.3,0.0,0.0,1.0,0.0,0.0,1.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Solutionised  + Artificially peak aged,315.0,420.0,21.0,0.0,93.30000000000001,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.6999999999999901,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Solutionised  + Artificially peak aged,344.73785,413.68542,13.0,0.0,92.75,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,2.79999999999999,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
Solutionised  + Artificially peak aged,490.0,565.0,11.0,0.0,90.28,0.0,0.0,0.0,0.0,0.0,0.22,1.6,0.0,0.0,0.0,0.0,0.0,2.1999999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.7,0.0
Solutionised  + Artificially peak aged,434.5,501.0,9.75,0.0,90.10857060000001,0.0,0.0,0.0,0.0,0.0,0.21513979999999,1.5510082,0.0,0.0,0.060039,0.0,0.0,2.2514635000000003,0.0300195,0.0,0.0,0.0,0.0500325,0.0,0.0300195,0.0,5.7037074,0.0
Solutionised  + Artificially peak aged,468.843476,510.212018,14.0,0.0,89.8,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,1.6,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.5,0.0
Solutionised  + Artificially peak aged,551.5,609.5,9.75,0.0,88.6886887,0.0,0.0,0.0,0.0,0.0,0.02002,2.2022022,0.0,0.0,0.0750751,0.0,0.0,2.3523524,0.0500501,0.0,0.0,0.0,0.0600601,0.0,0.030029999999999998,0.0,6.406406400000001,0.1151151
Solutionised  + Artificially peak aged,290.5,325.0,12.0,0.0,97.77822259999999,0.0,0.0,0.0,0.0,0.0,0.050039999999989995,0.060048000000000004,0.0,0.0,0.12510010000000002,0.0,0.0,0.5754604,0.060048000000000004,0.0,0.0,0.0,1.15092069999999,0.0,0.07506,0.0,0.12510010000000002,0.0
Solutionised  + Artificially peak aged,240.0,300.0,13.0,0.0,97.4731048,0.0,0.0,0.0,0.0,0.0,0.0500375,0.9006755,0.0,0.0,0.20015010000000003,0.0,0.0,0.3752815,0.15011259999999998,0.0,0.0,0.0,0.6504879,0.0,0.0500375,0.025018799999999997,0.1250938,0.0
Solutionised  + Artificially peak aged,200.0,270.5,15.0,0.0,97.3229922,0.0,0.0,0.0,0.0,0.0,0.07505629999999999,1.0007506,0.0,0.0,0.2501876,0.0,0.0,0.7005254,0.2501876,0.0,0.0,0.0,0.2501876,0.0,0.0,0.0,0.15011259999999998,0.0
Solutionised  + Artificially peak aged,320.0,360.0,11.0,0.0,97.04704699999999,0.0,0.0,0.0,0.0,0.0,0.0500501,0.7007006999999901,0.0,0.0,0.20020020000000002,0.0,0.0,0.7507508,0.27527529999999,0.0,0.0,0.0,0.8508509,0.0,0.0500501,0.0,0.0750751,0.0
Solutionised  + Artificially peak aged,366.0,389.0,6.78,0.0,96.024006,0.0,0.0,0.0,0.0,0.0,0.1250313,0.9002250999999999,0.0,0.0,0.100025,0.0,0.0,0.9002250999999999,0.5501375000000001,0.0,0.0,0.0,1.0002501000000001,0.0,0.0,0.0,0.4001,0.0
Solutionised  + Artificially peak aged,290.0,415.0,10.0,0.0,93.34,0.0,0.0,0.0,0.0,0.0,0.0,6.3,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0
Solutionised  + Artificially peak aged,289.579794,413.68542,10.0,0.0,93.15,0.0,0.0,0.0,0.0,0.0,0.0,6.3,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.15
Solutionised  + Artificially peak aged,261.0,391.5,7.0,0.0,92.74738479999999,0.0,0.0,0.0,0.0,0.0,0.0,6.306622000000001,0.0,0.0,0.1501577,0.0,0.0,0.0100105,0.30031529999999,0.0,0.0,0.0,0.1001051,0.0,0.0600631,0.1001051,0.05005259999999,0.1751839
Solutionised  + Artificially peak aged,395.0,456.0,11.0,0.0,92.4,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,2.87,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.3,0.0
Solutionised  + Artificially peak aged,517.0,547.0,5.3,0.0,93.43,0.0,0.0,0.0,0.2,0.0,0.0,4.46,0.0,0.0,0.2,0.0,1.08,0.0,0.52,0.0,0.0,0.0,0.09,0.0,0.02,0.0,0.0,0.0
Solutionised  + Artificially peak aged,470.0,540.0,14.0,0.0,90.85,0.0,0.0,0.0,0.0,0.0,0.15,0.6,0.0,0.0,0.4,0.0,0.0,3.2,0.2,0.0,0.0,0.0,0.3,0.0,0.0,0.0,4.3,0.0
Solutionised  + Artificially peak aged,489.5,562.0,5.5,0.0,89.785296,0.0,0.0,0.0,0.0,0.0,0.23021869999999997,1.6015214,0.0,0.0,0.10009509999999999,0.0,0.0,2.5023773,0.0500475,0.0,0.0,0.0,0.0750713,0.0,0.0500475,0.0,5.6053251,0.0
Solutionised + Artificially over aged,180.0,308.0,7.0,0.0,97.05,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,2.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Solutionised + Artificially over aged,189.0,336.0,9.0,0.0,96.75,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,2.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Solutionised + Artificially over aged,205.0,348.0,10.0,0.0,96.35000000000001,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,2.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Solutionised + Artificially over aged,280.0,480.0,25.5,0.37,93.44,0.0,0.0,0.0,0.0,0.0,0.0,4.5,0.0,0.0,0.03,0.0,1.16,0.36,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.13
Solutionised + Artificially over aged,474.21,540.98,7.83,0.0,93.23,0.0,0.0,0.0,0.0,0.0,0.01,3.9899999999999998,0.0,0.0,0.12,0.0,2.34,0.02,0.01,0.01,0.0,0.0,0.0,0.0,0.01,0.0,0.05,0.21
Solutionised + Artificially over aged,420.29,451.3,8.8,0.0,93.2,0.0,0.0,0.0,0.0,0.0,0.13999999999999999,0.0,0.0,0.0,0.12,0.0,0.0,1.04,0.22,0.0,0.0,0.0,0.09,0.0,0.0,0.0,5.07,0.12
Solutionised + Artificially over aged,482.3,523.64,7.8,0.0,92.51,0.0,0.0,0.0,0.0,0.0,0.13999999999999999,0.0,0.0,0.0,0.13999999999999999,0.0,0.0,2.78,0.22999999999999998,0.0,0.0,0.0,0.09,0.0,0.0,0.0,4.01,0.1
Solutionised + Artificially over aged,610.0,649.0,9.0,0.0,86.1,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,0.05,0.0,0.0,2.6,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,8.7,0.0
Solutionised + Artificially over aged,195.0,209.0,1.0,0.0,79.95,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.25,0.0,0.0,0.95,0.3,0.0,0.0,0.0,18.0,0.0,0.2,0.0,0.1,0.0
Solutionised + Artificially over aged,222.0,236.0,1.0,0.0,79.5,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.6,0.0,0.0,1.05,0.3,0.0,0.0,0.0,18.0,0.0,0.2,0.0,0.1,0.0
Solutionised + Artificially over aged,181.0,181.0,0.5,0.0,75.8,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.25,0.0,0.0,1.0999999999999999,0.3,0.0,0.0,0.0,22.0,0.0,0.2,0.0,0.1,0.0
Solutionised + Artificially over aged,222.0,222.0,0.5,0.0,75.44999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.6,0.0,0.0,1.0999999999999999,0.3,0.0,0.0,0.0,22.0,0.0,0.2,0.0,0.1,0.0
Solutionised + Artificially over aged,324.0,420.5,5.405,0.0,92.7963982,0.0,0.0,0.0,0.0,0.0,0.05002500000000001,4.3521761,0.0,0.0,0.2501251,0.0,0.0,1.5007504,0.60030019999999,0.0,0.0,0.0,0.2501251,0.0,0.0750375,0.0,0.1250625,0.0
Solutionised + Artificially over aged,255.106009,330.948336,11.0,0.0,92.5,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Solutionised + Artificially over aged,448.0,492.0,3.6,0.0,90.524,0.0,0.0,0.0,0.0,0.0,0.0,1.7999999999999998,0.0,0.0,0.0,0.0,0.0,1.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.56,0.146
Solutionised + Artificially over aged,450.2,517.3,12.3,0.0,90.06,0.0,0.0,0.0,0.0,0.0,0.19,1.53,0.0,0.0,0.08,0.0,0.0,2.2399999999999998,0.06,0.0,0.0,0.0,0.02,0.0,0.02,0.0,5.79999999999999,0.0
Solutionised + Artificially over aged,434.369691,503.317261,13.0,0.0,90.0,0.0,0.0,0.0,0.0,0.0,0.3,1.6,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.59999999999999,0.0
Solutionised + Artificially over aged,375.5,448.0,5.0,0.0,89.3625538,0.0,0.0,0.0,0.0,0.0,0.23016109999999998,1.6011208,0.0,0.0,0.2501751,0.0,0.0,2.5017511999999997,0.1501051,0.0,0.0,0.0,0.2001401,0.0,0.10006999999999999,0.0,5.6039227,0.0
Solutionised + Artificially over aged,505.0,550.0,10.6,0.0,89.05,0.0,0.0,0.0,0.0,0.0,0.0,2.1999999999999997,0.0,0.0,0.0,0.0,0.0,2.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.4,0.0
Solutionised + Artificially over aged,410.0,482.5,5.5,0.0,87.80707459999991,0.0,0.0,0.0,0.0,0.0,0.1601041,1.5510082,0.0,0.0,0.100065,0.0,0.0,2.4515935,0.100065,0.0,0.0,0.0,0.0750488,0.0,0.0500325,0.0,7.70500829999999,0.0
Solutionised + Artificially over aged,410.0,482.5,5.5,0.0,87.678911,0.0,0.0,0.0,0.0,0.0,0.1601441,1.5513963,0.0,0.0,0.1751576,0.0,0.0,2.452207,0.1000901,0.0,0.0,0.0,0.1251126,0.0,0.050045000000000006,0.0,7.7069362,0.0
Solutionised + Artificially over aged,386.0,468.5,6.5,0.0,90.10857060000001,0.0,0.0,0.0,0.0,0.0,0.21513979999999,1.5510082,0.0,0.0,0.060039,0.0,0.0,2.2514635000000003,0.0300195,0.0,0.0,0.0,0.0500325,0.0,0.0300195,0.0,5.7037074,0.0
Solutionised + Artificially over aged,476.0,545.0,12.0,0.0,89.945,0.0,0.0,0.0,0.0,0.0,0.215,1.55,0.0,0.0,0.12,0.0,0.0,2.25,0.06,0.0,0.0,0.0,0.1,0.0,0.06,0.0,5.7,0.0
Solutionised + Artificially over aged,490.0,552.0,11.0,0.0,88.88000000000001,0.0,0.0,0.0,0.0,0.0,0.0,2.3,0.0,0.0,0.15,0.0,0.0,2.25,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,6.2,0.1
Solutionised + Artificially over aged,383.0,457.0,6.0,0.0,89.785296,0.0,0.0,0.0,0.0,0.0,0.23021869999999997,1.6015214,0.0,0.0,0.10009509999999999,0.0,0.0,2.5023773,0.0500475,0.0,0.0,0.0,0.0750713,0.0,0.0500475,0.0,5.6053251,0.0
Solutionised + Artificially over aged,386.5,455.0,8.65,0.0,88.8888889,0.0,0.0,0.0,0.0,0.0,0.02002,2.30230229999999,0.0,0.0,0.0750751,0.0,0.0,2.2522523,0.0500501,0.0,0.0,0.0,0.0600601,0.0,0.030029999999999998,0.0,6.2062062000000005,0.1151151
Solutionised + Artificially over aged,455.0,525.0,12.0,0.0,89.09,0.0,0.0,0.0,0.0,0.0,0.05,1.7500000000000002,0.0,0.0,0.15,0.0,0.0,2.35,0.1,0.0,0.0,0.0,0.12,0.0,0.06,0.0,6.2,0.13
Solutionised + Artificially over aged,402.5,476.0,6.5,0.0,89.5716573,0.0,0.0,0.0,0.0,0.0,0.020016,1.9015212,0.0,0.0,0.065052,0.0,0.0,2.0516413,0.020016,0.0,0.0,0.0,0.050039999999989995,0.0,0.030024000000000002,0.0,6.204964,0.08506810000000001
Solutionised + Artificially over aged,393.0,465.0,5.5,0.0,89.2991145,0.0,0.0,0.0,0.0,0.0,0.025013800000000003,1.7509630000000003,0.0,0.0,0.0750413,0.0,0.0,2.3512932,0.0500275,0.025013800000000003,0.0,0.0,0.060033,0.0,0.0300165,0.0,6.2034119,0.1300715
Solutionised + Artificially over aged,417.0,489.5,8.5,0.0,88.0028017,0.0,0.0,0.0,0.0,0.0,0.1500901,1.6009605999999998,0.0,0.0,0.060036,0.0,0.0,2.2013208,0.05003,0.0,0.0,0.0,0.05003,0.0,0.030018,0.0,7.8547128,0.0
Solutionised + Artificially over aged,496.422504,579.159588,12.0,0.0,87.2,0.0,0.0,0.0,0.0,0.0,0.3,2.1,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.3999999999999995,0.0
Solutionised + Artificially over aged,468.0,519.0,8.0,0.0,88.955,0.0,0.0,0.0,0.0,0.0,0.04,1.6500000000000001,0.0,0.0,0.08,0.0,0.0,1.5,0.04,0.0,0.0,0.0,0.06,0.0,0.06,0.0,7.5,0.11499999999999999
Solutionised + Artificially over aged,541.5,606.5,9.115,0.0,87.656977,0.0,0.0,0.0,0.0,0.0,0.0,1.7511382,0.0,0.0,0.0750488,0.0,0.0,2.2514635000000003,0.100065,0.0,0.0,0.0,0.060039,0.0,0.0,0.0,8.1052684,0.0
Solutionised + Artificially over aged,500.0,559.0,4.5,0.0,88.6886887,0.0,0.0,0.0,0.0,0.0,0.02002,2.2022022,0.0,0.0,0.0750751,0.0,0.0,2.3523524,0.0500501,0.0,0.0,0.0,0.0600601,0.0,0.030029999999999998,0.0,6.406406400000001,0.1151151
Solutionised + Artificially over aged,538.0,579.0,8.0,0.0,88.465,0.0,0.0,0.0,0.0,0.0,0.04,2.1999999999999997,0.0,0.0,0.15,0.0,0.0,2.35,0.1,0.0,0.0,0.0,0.12,0.0,0.06,0.0,6.4,0.11499999999999999
Solutionised + Artificially over aged,583.5,607.0,9.0,0.0,87.2741830999999,0.0,0.0,0.0,0.0,0.0,0.020017,2.3019567000000003,0.0,0.0,0.0750638,0.0,0.0,2.0517440000000002,0.0250213,0.0,0.0,0.0,0.0500425,0.0,0.030025499999999997,0.0,8.0068058,0.1651404
Solutionised + Artificially over aged,593.0,614.0,7.0,0.0,87.08500000000001,0.0,0.0,0.0,0.0,0.0,0.04,2.3,0.0,0.0,0.15,0.0,0.0,2.0500000000000003,0.05,0.0,0.0,0.0,0.1,0.0,0.06,0.0,8.0,0.165
Solutionised + Artificially over aged,240.5,261.0,9.15,0.0,98.4992496,0.0,0.0,0.0,0.0,0.0,0.05002500000000001,0.05002500000000001,0.0,0.0,0.1750875,0.0,0.0,0.6753376999999999,0.05002500000000001,0.0,0.0,0.0,0.4002001,0.0,0.05002500000000001,0.0,0.05002500000000001,0.0
Solutionised + Artificially over aged,301.0,387.0,6.0,0.0,96.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06999999999999999,0.0,2.76,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.13999999999999999
Solutionised + Artificially over aged,482.0,534.0,6.0,0.0,95.08,0.0,0.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.2,0.0,2.5,0.6999999999999901,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.12
Solutionised + Artificially over aged,490.0,550.0,8.0,0.0,94.62,0.0,0.0,0.0,0.0,0.0,0.0,2.89999999999999,0.0,0.0,0.0,0.0,2.1999999999999997,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13
Solutionised + Artificially over aged,345.0,400.0,10.0,0.0,94.56989999999999,0.0,9.999999999999999e-05,0.0,0.0,0.0,0.0,2.45,0.0,0.0,0.06999999999999999,0.0,1.6,0.22499999999999998,0.3,0.0,0.0,0.0,0.05,0.0,0.1,0.0,0.5499999999999999,0.08499999999999999
Solutionised + Artificially over aged,386.0,545.0,7.4,0.0,94.5,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Solutionised + Artificially over aged,345.0,400.0,10.0,0.0,94.48490000000001,0.0,9.999999999999999e-05,0.0,0.0,0.0,0.0,2.45,0.0,0.0,0.06999999999999999,0.0,1.6,0.22499999999999998,0.3,0.0,0.0,0.0,0.05,0.0,0.1,0.0,0.5499999999999999,0.16999999999999998
Solutionised + Artificially over aged,637.0,581.0,6.0,0.0,94.28,0.0,0.0,0.0,0.0,0.0,0.0,1.9,0.0,0.0,0.1,0.0,2.6,0.8999999999999999,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.12
Solutionised + Artificially over aged,310.264065,406.790663,12.0,0.0,93.5,0.0,0.0,0.5,0.0,0.0,0.0,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Solutionised + Artificially over aged,448.159205,482.63299,6.0,0.0,93.4,0.0,0.0,0.0,0.0,0.0,0.0,4.5,0.0,0.0,0.0,0.0,0.0,1.5,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Solutionised + Artificially over aged,425.0,481.0,8.0,0.0,93.4,0.0,0.0,0.0,0.0,0.0,0.0,2.15,0.0,0.0,0.3,0.0,2.0,1.5,0.0,0.0,0.0,0.0,0.2,0.0,0.1,0.0,0.25,0.1
Solutionised + Artificially over aged,630.0,646.0,10.0,0.4,92.36,0.0,0.0,0.0,0.0,0.0,0.0,5.4,0.0,0.0,0.0,0.0,1.3,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13999999999999999
Solutionised + Artificially over aged,358.527364,379.211635,15.0,0.0,97.95,0.0,0.0,0.0,0.0,0.0,0.2,0.25,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0
Solutionised + Artificially over aged,552.0,589.0,11.0,0.0,94.89999999999999,0.0,0.0,0.0,0.0,0.0,0.0,2.86,0.0,0.0,0.02,0.0,2.0500000000000003,0.01,0.0,0.0,0.0,0.0,0.01,0.0,0.02,0.0,0.01,0.12
Solutionised + Artificially over aged,350.0,455.0,10.0,0.0,93.34,0.0,0.0,0.0,0.0,0.0,0.0,6.3,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0
Solutionised + Artificially over aged,351.632607,455.053962,10.0,0.0,93.15,0.0,0.0,0.0,0.0,0.0,0.0,6.3,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.15
Solutionised + Artificially over aged,333.5,443.0,7.0,0.0,92.74738479999999,0.0,0.0,0.0,0.0,0.0,0.0,6.306622000000001,0.0,0.0,0.1501577,0.0,0.0,0.0100105,0.30031529999999,0.0,0.0,0.0,0.1001051,0.0,0.0600631,0.1001051,0.05005259999999,0.1751839
Solutionised + Artificially over aged,476.0,503.0,6.0,0.42500000000000004,93.32000000000001,0.0,0.0,0.0,0.0,0.0,0.0,3.5000000000000004,0.0,0.0,0.15,0.0,1.05,0.525,0.35000000000000003,0.0,0.0,0.0,0.12,0.0,0.1,0.0,0.35000000000000003,0.11
Solutionised + Artificially over aged,240.0,255.0,9.0,0.0,98.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6999999999999901,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0
Solutionised + Artificially over aged,434.5,486.0,4.0,0.0,94.52089070000001,0.0,0.0,0.0,0.0,0.0,0.025018799999999997,2.7020265,0.0,0.0,0.060045,0.0,2.2516887999999997,0.1250938,0.025018799999999997,0.0,0.0,0.0,0.0500375,0.0,0.07505629999999999,0.0,0.0500375,0.1150863
Solutionised + Artificially over aged,483.0,531.0,3.0,0.0,94.11500000000001,0.0,0.0,0.0,0.0,0.0,0.05,2.7,0.0,0.0,0.12,0.0,2.25,0.25,0.05,0.0,0.0,0.0,0.1,0.0,0.15,0.0,0.1,0.11499999999999999
Solutionised + Artificially over aged,520.0,543.0,7.6,0.0,93.59490000000001,0.0,9.999999999999999e-05,0.0,0.0,0.0,0.3,2.7,0.0,0.0,0.06999999999999999,0.0,1.7999999999999998,0.3,0.3,0.0,0.0,0.0,0.05,0.0,0.1,0.0,0.6999999999999901,0.08499999999999999
Solutionised + Artificially over aged,520.0,543.0,7.6,0.0,93.0599,0.0,9.999999999999999e-05,0.0,0.0,0.0,0.3,2.7,0.0,0.0,0.06999999999999999,0.0,1.7999999999999998,0.75,0.3,0.0,0.0,0.0,0.05,0.0,0.1,0.0,0.6999999999999901,0.16999999999999998
Solutionised + Artificially over aged,442.5,505.0,6.0,0.0,94.6710033,0.0,0.0,0.0,0.0,0.0,0.0500375,1.3009757,0.0,0.0,0.15011259999999998,0.0,2.45183889999999,0.950713,0.0500375,0.0,0.0,0.0,0.1000751,0.0,0.0500375,0.0,0.1250938,0.1000751
Solutionised + Artificially over aged,455.0,500.0,12.0,0.0,94.15,0.0,0.0,0.0,0.0,0.0,0.1,1.3,0.0,0.0,0.3,0.0,2.45,0.95,0.1,0.0,0.0,0.0,0.2,0.0,0.1,0.0,0.25,0.1
Solutionised + Artificially over aged,386.5,434.5,3.75,0.0,93.043043,0.0,0.0,0.0,0.0,0.0,0.0500501,4.3543544,0.0,0.0,0.1501502,0.0,0.0,1.5015015,0.6006005999999899,0.0,0.0,0.0,0.10010010000000001,0.0,0.0750751,0.0,0.12512510000000002,0.0
Solutionised + Artificially over aged,389.0,429.5,3.25,0.0,95.0713035,0.0,0.0,0.0,0.0,0.0,0.0,2.8021016,0.0,0.0,0.0500375,0.0,1.4010508,0.1250938,0.30022519999999997,0.0,0.0,0.0,0.0500375,0.0,0.060045,0.0,0.025018799999999997,0.1150863
Solutionised + Artificially over aged,400.0,449.5,7.5,0.0,92.9604243,0.0,0.0,0.0,0.0,0.0,0.0,5.853805,0.0,0.0,0.1500976,0.0,0.0,0.2251463,0.30019509999999,0.0,0.0,0.0,0.1250813,0.0,0.060039,0.100065,0.0500325,0.1751138
Solutionised + Artificially over aged,390.0,470.0,15.0,0.0,92.96,0.0,0.0,0.0,0.0,0.0,0.0,6.329999999999999,0.0,0.0,0.13,0.0,0.0,0.0,0.33999999999999997,0.0,0.0,0.0,0.06,0.0,0.04,0.0,0.02,0.12
Solutionised + Artificially over aged,379.211635,399.895906,10.0,0.0,97.06,0.0,0.0,0.5,0.0,0.0,0.09,0.25,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5,0.0,0.6,0.0,0.0,0.0,0.0,0.0
Solutionised + Artificially over aged,336.0,366.0,4.88,0.0,96.3169977,0.0,0.0,0.548957,0.0,0.0,0.0898293,0.2744785,0.0,0.0,0.34933629999999,0.0,0.0,0.9981036000000001,0.0748578,0.0,0.548957,0.0,0.5988622,0.0,0.0748578,0.0,0.124763,0.0
No Processing,105.0,110.0,32.0,0.0,99.2713,0.0,0.0,0.0,0.0,0.0,0.0,0.0015,0.0,0.0,0.061,0.0,0.0,0.15199999999998998,0.50799999999999,0.0,0.0,0.0,0.004,0.0,0.0015999999999999999,0.0,0.0006000000000000001,0.0
No Processing,58.0,195.0,14.2,0.0,96.7475,0.0,0.0,0.0,0.0,0.0,0.002,0.002,0.0,0.0,0.166,0.0,0.0,2.96,0.003,0.0,0.0,0.0,0.08699999999999,0.0,0.03,0.0,0.0025,0.0
No Processing,110.0,210.0,10.7,0.0,96.6676,0.0,0.0,0.0,0.0,0.0,0.0014,0.002,0.0,0.0,0.153,0.0,0.0,2.89999999999999,0.002,0.0,0.0,0.0,0.11,0.0,0.02299999999999,0.0,0.001,0.13999999999999999
