author,title,source,year,doi,mat_type,list,temperature,temperature_unit,yield_strength,yield_strength_unit,ultimate_strength,ultimate_strength_unit,elongation,elongation_unit,impact_energy,impact_energy_unit,mat_name,ratio_type,composition,composition_at,Al,Co,Cr,Fe,Ni,Ti,Ta,V,Mn,Cu,Mo,C,W,Nb,processing_ingot_desc,processing_ingot_size,processing_types,homogenization_temperature,annealing_temperature,annealing_time,processing_description,testing_test_type,testing_test_tem,testing_test_tem_unit,testing_test_env,testing_refrigerant,testing_test_mac,testing_test_standard,testing_load_ctrl,testing_spec_desc,testing_spec_shape,testing_spec_size,testing_spec_standard,testing_spec_dir,testing_spec_notch,score,testing_rate1_value,testing_rate1_unit,recrystallization_temperature,recrystallization_time,aging_temperature,aging_time
"Liu, GD; Luo, XM; Zou, JP; Zhang, B; Zhang, GP",Effects of Grain Size and Cryogenic Temperature on the Strain Hardening Behavior of VCoNi Medium-Entropy Alloys,ACTA METALLURGICA SINICA-ENGLISH LETTERS,2023,10.1007/s40195-023-01520-z,MEA,7,293,K,573.2,MPa,1102.4,MPa,67.7,%,,J,VCoNi,at.%,V33.3Co33.3Ni33.3,V33.3Co33.3Ni33.3,0.0,33.3,0.0,0.0,33.3,0.0,0.0,33.3,0.0,0.0,0.0,0.0,0.0,0.0,rectangular,"[100, 25, 12]",vacuum induction melting; casting; homogenization; water quenching; EDM; cold rolling; cutting; annealing,1473.0,1273.0,0.5,vacuum induction melting; casting; homogenization at 1473 K for 24 h; water quenching; EDM; cold rolling reduction unit: % reduction value: [87.0]; cutting method: EDM; annealing at 1273 K for 0.5 h,tensile,293,K,,,SHIMADZU AG-X testing machine,,strain,flat dog bone-shaped,rectangular,"6, 2, 1",,,,0.6296296296296297,0.001,s-1,,,,
"Liu, GD; Luo, XM; Zou, JP; Zhang, B; Zhang, GP",Effects of Grain Size and Cryogenic Temperature on the Strain Hardening Behavior of VCoNi Medium-Entropy Alloys,ACTA METALLURGICA SINICA-ENGLISH LETTERS,2023,10.1007/s40195-023-01520-z,MEA,8,194,K,611.8,MPa,1171.4,MPa,66.55,%,,J,VCoNi,at.%,V33.3Co33.3Ni33.3,V33.3Co33.3Ni33.3,0.0,33.3,0.0,0.0,33.3,0.0,0.0,33.3,0.0,0.0,0.0,0.0,0.0,0.0,rectangular,"[100, 25, 12]",vacuum induction melting; casting; homogenization; water quenching; EDM; cold rolling; cutting; annealing,1473.0,1273.0,0.5,vacuum induction melting; casting; homogenization at 1473 K for 24 h; water quenching; EDM; cold rolling reduction unit: % reduction value: [87.0]; cutting method: EDM; annealing at 1273 K for 0.5 h,tensile,194,K,dry ice,dry ice,SHIMADZU AG-X testing machine,,strain,flat dog bone-shaped,rectangular,"6, 2, 1",,,,0.7037037037037037,0.001,s-1,,,,
"Liu, GD; Luo, XM; Zou, JP; Zhang, B; Zhang, GP",Effects of Grain Size and Cryogenic Temperature on the Strain Hardening Behavior of VCoNi Medium-Entropy Alloys,ACTA METALLURGICA SINICA-ENGLISH LETTERS,2023,10.1007/s40195-023-01520-z,MEA,9,77,K,786.1,MPa,1446.3,MPa,75.51,%,,J,VCoNi,at.%,V33.3Co33.3Ni33.3,V33.3Co33.3Ni33.3,0.0,33.3,0.0,0.0,33.3,0.0,0.0,33.3,0.0,0.0,0.0,0.0,0.0,0.0,rectangular,"[100, 25, 12]",vacuum induction melting; casting; homogenization; water quenching; EDM; cold rolling; cutting; annealing,1473.0,1273.0,0.5,vacuum induction melting; casting; homogenization at 1473 K for 24 h; water quenching; EDM; cold rolling reduction unit: % reduction value: [87.0]; cutting method: EDM; annealing at 1273 K for 0.5 h,tensile,77,K,liquid nitrogen,liquid nitrogen,SHIMADZU AG-X testing machine,,strain,flat dog bone-shaped,rectangular,"6, 2, 1",,,,0.7037037037037037,0.001,s-1,,,,
"Liu, GD; Luo, XM; Zou, JP; Zhang, B; Zhang, GP",Effects of Grain Size and Cryogenic Temperature on the Strain Hardening Behavior of VCoNi Medium-Entropy Alloys,ACTA METALLURGICA SINICA-ENGLISH LETTERS,2023,10.1007/s40195-023-01520-z,MEA,10,293,K,552.0,MPa,1103.0,MPa,72.45,%,,J,VCoNi,at.%,V33.3Co33.3Ni33.3,V33.3Co33.3Ni33.3,0.0,33.3,0.0,0.0,33.3,0.0,0.0,33.3,0.0,0.0,0.0,0.0,0.0,0.0,rectangular,"[100, 25, 12]",vacuum induction melting; casting; homogenization; water quenching; EDM; cold rolling; cutting; annealing,1473.0,1373.0,0.5,vacuum induction melting; casting; homogenization at 1473 K for 24 h; water quenching; EDM; cold rolling reduction unit: % reduction value: [87.0]; cutting method: EDM; annealing at 1373 K for 0.5 h,tensile,293,K,,,SHIMADZU AG-X testing machine,,strain,flat dog bone-shaped,rectangular,"6, 2, 1",,,,0.6296296296296297,0.001,s-1,,,,
"Liu, GD; Luo, XM; Zou, JP; Zhang, B; Zhang, GP",Effects of Grain Size and Cryogenic Temperature on the Strain Hardening Behavior of VCoNi Medium-Entropy Alloys,ACTA METALLURGICA SINICA-ENGLISH LETTERS,2023,10.1007/s40195-023-01520-z,MEA,11,194,K,527.3,MPa,1077.4,MPa,76.05,%,,J,VCoNi,at.%,V33.3Co33.3Ni33.3,V33.3Co33.3Ni33.3,0.0,33.3,0.0,0.0,33.3,0.0,0.0,33.3,0.0,0.0,0.0,0.0,0.0,0.0,rectangular,"[100, 25, 12]",vacuum induction melting; casting; homogenization; water quenching; EDM; cold rolling; cutting; annealing,1473.0,1373.0,0.5,vacuum induction melting; casting; homogenization at 1473 K for 24 h; water quenching; EDM; cold rolling reduction unit: % reduction value: [87.0]; cutting method: EDM; annealing at 1373 K for 0.5 h,tensile,194,K,dry ice,dry ice,SHIMADZU AG-X testing machine,,strain,flat dog bone-shaped,rectangular,"6, 2, 1",,,,0.7037037037037037,0.001,s-1,,,,
"Liu, GD; Luo, XM; Zou, JP; Zhang, B; Zhang, GP",Effects of Grain Size and Cryogenic Temperature on the Strain Hardening Behavior of VCoNi Medium-Entropy Alloys,ACTA METALLURGICA SINICA-ENGLISH LETTERS,2023,10.1007/s40195-023-01520-z,MEA,12,77,K,732.1,MPa,1388.8,MPa,85.53,%,,J,VCoNi,at.%,V33.3Co33.3Ni33.3,V33.3Co33.3Ni33.3,0.0,33.3,0.0,0.0,33.3,0.0,0.0,33.3,0.0,0.0,0.0,0.0,0.0,0.0,rectangular,"[100, 25, 12]",vacuum induction melting; casting; homogenization; water quenching; EDM; cold rolling; cutting; annealing,1473.0,1373.0,0.5,vacuum induction melting; casting; homogenization at 1473 K for 24 h; water quenching; EDM; cold rolling reduction unit: % reduction value: [87.0]; cutting method: EDM; annealing at 1373 K for 0.5 h,tensile,77,K,liquid nitrogen,liquid nitrogen,SHIMADZU AG-X testing machine,,strain,flat dog bone-shaped,rectangular,"6, 2, 1",,,,0.7037037037037037,0.001,s-1,,,,
"Liu, GD; Luo, XM; Zou, JP; Zhang, B; Zhang, GP",Effects of Grain Size and Cryogenic Temperature on the Strain Hardening Behavior of VCoNi Medium-Entropy Alloys,ACTA METALLURGICA SINICA-ENGLISH LETTERS,2023,10.1007/s40195-023-01520-z,MEA,13,293,K,485.2,MPa,937.0,MPa,76.35,%,,J,VCoNi,at.%,V33.3Co33.3Ni33.3,V33.3Co33.3Ni33.3,0.0,33.3,0.0,0.0,33.3,0.0,0.0,33.3,0.0,0.0,0.0,0.0,0.0,0.0,rectangular,"[100, 25, 12]",vacuum induction melting; casting; homogenization; water quenching; EDM; cold rolling; cutting; annealing,1473.0,1423.0,0.5,vacuum induction melting; casting; homogenization at 1473 K for 24 h; water quenching; EDM; cold rolling reduction unit: % reduction value: [87.0]; cutting method: EDM; annealing at 1423 K for 0.5 h,tensile,293,K,,,SHIMADZU AG-X testing machine,,strain,flat dog bone-shaped,rectangular,"6, 2, 1",,,,0.6296296296296297,0.001,s-1,,,,
"Liu, GD; Luo, XM; Zou, JP; Zhang, B; Zhang, GP",Effects of Grain Size and Cryogenic Temperature on the Strain Hardening Behavior of VCoNi Medium-Entropy Alloys,ACTA METALLURGICA SINICA-ENGLISH LETTERS,2023,10.1007/s40195-023-01520-z,MEA,14,194,K,505.4,MPa,999.4,MPa,77.45,%,,J,VCoNi,at.%,V33.3Co33.3Ni33.3,V33.3Co33.3Ni33.3,0.0,33.3,0.0,0.0,33.3,0.0,0.0,33.3,0.0,0.0,0.0,0.0,0.0,0.0,rectangular,"[100, 25, 12]",vacuum induction melting; casting; homogenization; water quenching; EDM; cold rolling; cutting; annealing,1473.0,1423.0,0.5,vacuum induction melting; casting; homogenization at 1473 K for 24 h; water quenching; EDM; cold rolling reduction unit: % reduction value: [87.0]; cutting method: EDM; annealing at 1423 K for 0.5 h,tensile,194,K,dry ice,dry ice,SHIMADZU AG-X testing machine,,strain,flat dog bone-shaped,rectangular,"6, 2, 1",,,,0.7037037037037037,0.001,s-1,,,,
"Liu, GD; Luo, XM; Zou, JP; Zhang, B; Zhang, GP",Effects of Grain Size and Cryogenic Temperature on the Strain Hardening Behavior of VCoNi Medium-Entropy Alloys,ACTA METALLURGICA SINICA-ENGLISH LETTERS,2023,10.1007/s40195-023-01520-z,MEA,15,77,K,643.3,MPa,1222.7,MPa,85.3,%,,J,VCoNi,at.%,V33.3Co33.3Ni33.3,V33.3Co33.3Ni33.3,0.0,33.3,0.0,0.0,33.3,0.0,0.0,33.3,0.0,0.0,0.0,0.0,0.0,0.0,rectangular,"[100, 25, 12]",vacuum induction melting; casting; homogenization; water quenching; EDM; cold rolling; cutting; annealing,1473.0,1423.0,0.5,vacuum induction melting; casting; homogenization at 1473 K for 24 h; water quenching; EDM; cold rolling reduction unit: % reduction value: [87.0]; cutting method: EDM; annealing at 1423 K for 0.5 h,tensile,77,K,liquid nitrogen,liquid nitrogen,SHIMADZU AG-X testing machine,,strain,flat dog bone-shaped,rectangular,"6, 2, 1",,,,0.7037037037037037,0.001,s-1,,,,
"Gao, P; Ma, ZH; Gu, J; Ni, S; Suo, T; Li, YL; Song, M; Mai, YW; Liao, XZ",Exceptional high-strain-rate tensile mechanical properties in a CrCoNi medium-entropy alloy,SCIENCE CHINA-MATERIALS,2022,10.1007/s40843-021-1798-6,MEA,1,298,K,805.0,MPa,1603.0,MPa,53.0,%,,J,CrCoNi,,Cr33.3Co33.3Ni33.3,Cr33.3Co33.3Ni33.3,0.0,33.3,33.3,0.0,33.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,rectangular,"[150.0, 60.0, 40.0]",vacuum induction melting; homogenization; hot rolling,1273.0,,,vacuum induction melting environment: high-purity argon atmosphere; homogenization at 1273 K for 2 h; hot rolling at 973 K reduction unit: % reduction value: [50.0],tensile,298,K,,,symmetric electromagnetic SHTB,,strain,Dog-bone,,,,,,0.6296296296296297,2000,s-1,,,,
"Gao, P; Ma, ZH; Gu, J; Ni, S; Suo, T; Li, YL; Song, M; Mai, YW; Liao, XZ",Exceptional high-strain-rate tensile mechanical properties in a CrCoNi medium-entropy alloy,SCIENCE CHINA-MATERIALS,2022,10.1007/s40843-021-1798-6,MEA,2,200,K,772.0,MPa,1766.0,MPa,55.0,%,,J,CrCoNi,,Cr33.3Co33.3Ni33.3,Cr33.3Co33.3Ni33.3,0.0,33.3,33.3,0.0,33.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,rectangular,"[150.0, 60.0, 40.0]",vacuum induction melting; homogenization; hot rolling,1273.0,,,vacuum induction melting environment: high-purity argon atmosphere; homogenization at 1273 K for 2 h; hot rolling at 973 K reduction unit: % reduction value: [50.0],tensile,200,K,liquid nitrogen,liquid nitrogen,symmetric electromagnetic SHTB,,strain,Dog-bone,,,,,,0.7037037037037037,2000,s-1,,,,
"Gao, P; Ma, ZH; Gu, J; Ni, S; Suo, T; Li, YL; Song, M; Mai, YW; Liao, XZ",Exceptional high-strain-rate tensile mechanical properties in a CrCoNi medium-entropy alloy,SCIENCE CHINA-MATERIALS,2022,10.1007/s40843-021-1798-6,MEA,3,77,K,872.0,MPa,1809.0,MPa,54.0,%,,J,CrCoNi,,Cr33.3Co33.3Ni33.3,Cr33.3Co33.3Ni33.3,0.0,33.3,33.3,0.0,33.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,rectangular,"[150.0, 60.0, 40.0]",vacuum induction melting; homogenization; hot rolling,1273.0,,,vacuum induction melting environment: high-purity argon atmosphere; homogenization at 1273 K for 2 h; hot rolling at 973 K reduction unit: % reduction value: [50.0],tensile,77,K,liquid nitrogen,liquid nitrogen,symmetric electromagnetic SHTB,,strain,Dog-bone,,,,,,0.7037037037037037,2000,s-1,,,,
"Laplanche, G; Kostka, A; Horst, OM; Eggeler, G; George, EP",Microstructure evolution and critical stress for twinning in the CrMnFeCoNi high-entropy alloy,ACTA MATERIALIA,2016,10.1016/j.actamat.2016.07.038,HEA,1,293,K,265.0,MPa,600.0,MPa,47.0,%,,J,CrMnFeCoNi,at.%,Cr20.0Mn20.0Fe20.0Co20.0Ni20.0,Cr20.0Mn20.0Fe20.0Co20.0Ni20.0,0.0,20.0,20.0,20.0,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,cylindrical,"[120.0, 40.0]",vacuum induction melting; cast; homogenization; rotary swaging; recrystallization,1473.0,,,vacuum induction melting; cast; homogenization at 1473.0 K for 48.0 h; rotary swaging; recrystallization at 1173.0 K for 1.0 h,tensile,293,K,,,screw-driven Zwick/Roell test rig of type Z100,,,dog-bone shaped,rectangular,"20, 4, 1.2",,parallel to the cylindrical axis of the swaged rod,,0.7407407407407407,0.001,s-1,1173.0,1.0,,
"Laplanche, G; Kostka, A; Horst, OM; Eggeler, G; George, EP",Microstructure evolution and critical stress for twinning in the CrMnFeCoNi high-entropy alloy,ACTA MATERIALIA,2016,10.1016/j.actamat.2016.07.038,HEA,2,293,K,460.0,MPa,1060.0,MPa,58.0,%,,J,CrMnFeCoNi,at.%,Cr20.0Mn20.0Fe20.0Co20.0Ni20.0,Cr20.0Mn20.0Fe20.0Co20.0Ni20.0,0.0,20.0,20.0,20.0,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,cylindrical,"[120.0, 40.0]",vacuum induction melting; cast; homogenization; rotary swaging; recrystallization,1473.0,,,vacuum induction melting; cast; homogenization at 1473.0 K for 48.0 h; rotary swaging; recrystallization at 1173.0 K for 1.0 h,tensile,293,K,,,screw-driven Zwick/Roell test rig of type Z100,,,dog-bone shaped,rectangular,"20, 4, 1.2",,parallel to the cylindrical axis of the swaged rod,,0.7407407407407407,0.001,s-1,1173.0,1.0,,
"Lu, YP; Gao, XZ; Jiang, L; Chen, ZN; Wang, TM; Jie, JC; Kang, HJ; Zhang, YB; Guo, S; Ruan, HH; Zhao, YH; Cao, ZQ; Li, TJ",Directly cast bulk eutectic and near-eutectic high entropy alloys with balanced strength and ductility in a wide temperature range,ACTA MATERIALIA,2017,10.1016/j.actamat.2016.11.016,HEA,1,298,K,545.6,MPa,1076.0,MPa,16.6,%,,J,AlCoCrFeNi2.0,,Al24.5Co24.5Cr24.5Fe24.5Ni2.0,Al24.5Co24.5Cr24.5Fe24.5Ni2.0,24.5,24.5,24.5,24.5,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,[],vacuum induction melting,,,,vacuum induction melting,tensile,298,K,,,Instron 5569 testing machine,,,bar-shaped,rectangular,"20, 3.0, 3.0",,,,0.5925925925925926,0.001,s-1,,,,
"Lu, YP; Gao, XZ; Jiang, L; Chen, ZN; Wang, TM; Jie, JC; Kang, HJ; Zhang, YB; Guo, S; Ruan, HH; Zhao, YH; Cao, ZQ; Li, TJ",Directly cast bulk eutectic and near-eutectic high entropy alloys with balanced strength and ductility in a wide temperature range,ACTA MATERIALIA,2017,10.1016/j.actamat.2016.11.016,HEA,2,203,K,580.0,MPa,1034.0,MPa,10.5,%,,J,AlCoCrFeNi2.0,,Al24.5Co24.5Cr24.5Fe24.5Ni2.0,Al24.5Co24.5Cr24.5Fe24.5Ni2.0,24.5,24.5,24.5,24.5,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,[],vacuum induction melting,,,,vacuum induction melting,tensile,203,K,,,MTS 810 testing machine,,,rod shaped,circular,"28, 5",,parallel to the cylindrical axis of the swaged rod,,0.6296296296296297,0.001,s-1,,,,
"Lu, YP; Gao, XZ; Jiang, L; Chen, ZN; Wang, TM; Jie, JC; Kang, HJ; Zhang, YB; Guo, S; Ruan, HH; Zhao, YH; Cao, ZQ; Li, TJ",Directly cast bulk eutectic and near-eutectic high entropy alloys with balanced strength and ductility in a wide temperature range,ACTA MATERIALIA,2017,10.1016/j.actamat.2016.11.016,HEA,3,77,K,715.0,MPa,952.0,MPa,3.7,%,,J,AlCoCrFeNi2.0,,Al24.5Co24.5Cr24.5Fe24.5Ni2.0,Al24.5Co24.5Cr24.5Fe24.5Ni2.0,24.5,24.5,24.5,24.5,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,[],vacuum induction melting,,,,vacuum induction melting,tensile,77,K,liquid nitrogen,liquid nitrogen,MTS 810 testing machine,,,rod shaped,circular,"28, 5",,parallel to the cylindrical axis of the swaged rod,,0.6296296296296297,0.001,s-1,,,,
"Lu, YP; Gao, XZ; Jiang, L; Chen, ZN; Wang, TM; Jie, JC; Kang, HJ; Zhang, YB; Guo, S; Ruan, HH; Zhao, YH; Cao, ZQ; Li, TJ",Directly cast bulk eutectic and near-eutectic high entropy alloys with balanced strength and ductility in a wide temperature range,ACTA MATERIALIA,2017,10.1016/j.actamat.2016.11.016,HEA,4,298,K,546.4,MPa,1046.0,MPa,17.7,%,,J,AlCoCrFeNi2.1,,Al24.475Co24.475Cr24.475Fe24.475Ni2.1,Al24.475Co24.475Cr24.475Fe24.475Ni2.1,24.475,24.475,24.475,24.475,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,[],vacuum induction melting,,,,vacuum induction melting,tensile,298,K,,,Instron 5569 testing machine,,,bar-shaped,rectangular,"20, 3.0, 3.0",,,,0.5925925925925926,0.001,s-1,,,,
"Lu, YP; Gao, XZ; Jiang, L; Chen, ZN; Wang, TM; Jie, JC; Kang, HJ; Zhang, YB; Guo, S; Ruan, HH; Zhao, YH; Cao, ZQ; Li, TJ",Directly cast bulk eutectic and near-eutectic high entropy alloys with balanced strength and ductility in a wide temperature range,ACTA MATERIALIA,2017,10.1016/j.actamat.2016.11.016,HEA,5,203,K,595.0,MPa,1168.0,MPa,15.8,%,,J,AlCoCrFeNi2.1,,Al24.475Co24.475Cr24.475Fe24.475Ni2.1,Al24.475Co24.475Cr24.475Fe24.475Ni2.1,24.475,24.475,24.475,24.475,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,[],vacuum induction melting,,,,vacuum induction melting,tensile,203,K,,,MTS 810 testing machine,,,rod shaped,circular,"28, 5",,parallel to the cylindrical axis of the swaged rod,,0.6296296296296297,0.001,s-1,,,,
"Lu, YP; Gao, XZ; Jiang, L; Chen, ZN; Wang, TM; Jie, JC; Kang, HJ; Zhang, YB; Guo, S; Ruan, HH; Zhao, YH; Cao, ZQ; Li, TJ",Directly cast bulk eutectic and near-eutectic high entropy alloys with balanced strength and ductility in a wide temperature range,ACTA MATERIALIA,2017,10.1016/j.actamat.2016.11.016,HEA,6,77,K,690.0,MPa,1051.0,MPa,6.7,%,,J,AlCoCrFeNi2.1,,Al24.475Co24.475Cr24.475Fe24.475Ni2.1,Al24.475Co24.475Cr24.475Fe24.475Ni2.1,24.475,24.475,24.475,24.475,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,[],vacuum induction melting,,,,vacuum induction melting,tensile,77,K,liquid nitrogen,liquid nitrogen,MTS 810 testing machine,,,rod shaped,circular,"28, 5",,parallel to the cylindrical axis of the swaged rod,,0.6296296296296297,0.001,s-1,,,,
"Lu, YP; Gao, XZ; Jiang, L; Chen, ZN; Wang, TM; Jie, JC; Kang, HJ; Zhang, YB; Guo, S; Ruan, HH; Zhao, YH; Cao, ZQ; Li, TJ",Directly cast bulk eutectic and near-eutectic high entropy alloys with balanced strength and ductility in a wide temperature range,ACTA MATERIALIA,2017,10.1016/j.actamat.2016.11.016,HEA,7,298,K,544.5,MPa,1120.0,MPa,20.5,%,,J,AlCoCrFeNi2.2,,Al24.45Co24.45Cr24.45Fe24.45Ni2.2,Al24.45Co24.45Cr24.45Fe24.45Ni2.2,24.45,24.45,24.45,24.45,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,[],vacuum induction melting,,,,vacuum induction melting,tensile,298,K,,,Instron 5569 testing machine,,,bar-shaped,rectangular,"20, 3.0, 3.0",,,,0.5925925925925926,0.001,s-1,,,,
"Lu, YP; Gao, XZ; Jiang, L; Chen, ZN; Wang, TM; Jie, JC; Kang, HJ; Zhang, YB; Guo, S; Ruan, HH; Zhao, YH; Cao, ZQ; Li, TJ",Directly cast bulk eutectic and near-eutectic high entropy alloys with balanced strength and ductility in a wide temperature range,ACTA MATERIALIA,2017,10.1016/j.actamat.2016.11.016,HEA,8,203,K,570.0,MPa,1143.0,MPa,18.0,%,,J,AlCoCrFeNi2.2,,Al24.45Co24.45Cr24.45Fe24.45Ni2.2,Al24.45Co24.45Cr24.45Fe24.45Ni2.2,24.45,24.45,24.45,24.45,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,[],vacuum induction melting,,,,vacuum induction melting,tensile,203,K,,,MTS 810 testing machine,,,rod shaped,circular,"28, 5",,parallel to the cylindrical axis of the swaged rod,,0.6296296296296297,0.001,s-1,,,,
"Lu, YP; Gao, XZ; Jiang, L; Chen, ZN; Wang, TM; Jie, JC; Kang, HJ; Zhang, YB; Guo, S; Ruan, HH; Zhao, YH; Cao, ZQ; Li, TJ",Directly cast bulk eutectic and near-eutectic high entropy alloys with balanced strength and ductility in a wide temperature range,ACTA MATERIALIA,2017,10.1016/j.actamat.2016.11.016,HEA,9,77,K,705.0,MPa,1151.0,MPa,9.3,%,,J,AlCoCrFeNi2.2,,Al24.45Co24.45Cr24.45Fe24.45Ni2.2,Al24.45Co24.45Cr24.45Fe24.45Ni2.2,24.45,24.45,24.45,24.45,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,[],vacuum induction melting,,,,vacuum induction melting,tensile,77,K,,,MTS 810 testing machine,,,rod shaped,circular,"28, 5",,parallel to the cylindrical axis of the swaged rod,,0.6296296296296297,0.001,s-1,,,,
"Wang, YQ; Liu, B; Yan, K; Wang, MS; Kabra, S; Chiu, YL; Dye, D; Lee, PD; Liu, Y; Cai, B",Probing deformation mechanisms of a FeCoCrNi high-entropy alloy at 293 and 77 K using in situ neutron diffraction,ACTA MATERIALIA,2018,10.1016/j.actamat.2018.05.013,HEA,1,77,K,480.0,MPa,1725.0,MPa,55.0,%,,J,FeCoCrNi,,Fe25Co25Cr25Ni25,Fe25Co25Cr25Ni25,0.0,25.0,25.0,25.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,[],powder metallurgical processes,,,,powder metallurgical processes,tensile,77,K,,,,,"stress,strain",Dog bone-shaped,circular,"34.5, 8.0",,,,0.5185185185185185,,,,,,
"Wang, YQ; Liu, B; Yan, K; Wang, MS; Kabra, S; Chiu, YL; Dye, D; Lee, PD; Liu, Y; Cai, B",Probing deformation mechanisms of a FeCoCrNi high-entropy alloy at 293 and 77 K using in situ neutron diffraction,ACTA MATERIALIA,2018,10.1016/j.actamat.2018.05.013,HEA,2,293,K,260.0,MPa,980.0,MPa,45.0,%,,J,FeCoCrNi,,Fe25Co25Cr25Ni25,Fe25Co25Cr25Ni25,0.0,25.0,25.0,25.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,[],powder metallurgical processes,,,,powder metallurgical processes,tensile,293,K,,,,,"stress,strain",Dog bone-shaped,circular,"34.5, 8.0",,,,0.5185185185185185,,,,,,
"Wang, YQ; Liu, B; Yan, K; Wang, MS; Kabra, S; Chiu, YL; Dye, D; Lee, PD; Liu, Y; Cai, B",Probing deformation mechanisms of a FeCoCrNi high-entropy alloy at 293 and 77 K using in situ neutron diffraction,ACTA MATERIALIA,2018,10.1016/j.actamat.2018.05.013,HEA,3,77,K,602.0,MPa,1863.0,MPa,51.0,%,,J,FeCoCrNiMo0.23,,Fe24.9425Co24.9425Cr24.9425Ni24.9425Mo0.23,Fe24.9425Co24.9425Cr24.9425Ni24.9425Mo0.23,0.0,24.9425,24.9425,24.9425,24.9425,0.0,0.0,0.0,0.0,0.0,0.23,0.0,0.0,0.0,,[],powder metallurgical processes,,,,powder metallurgical processes,tensile,77,K,,,,,"stress,strain",Dog bone-shaped,circular,"34.5, 8.0",,,,0.5185185185185185,,,,,,
"Wang, YQ; Liu, B; Yan, K; Wang, MS; Kabra, S; Chiu, YL; Dye, D; Lee, PD; Liu, Y; Cai, B",Probing deformation mechanisms of a FeCoCrNi high-entropy alloy at 293 and 77 K using in situ neutron diffraction,ACTA MATERIALIA,2018,10.1016/j.actamat.2018.05.013,HEA,4,293,K,360.0,MPa,1238.0,MPa,48.0,%,,J,FeCoCrNiMo0.23,,Fe24.9425Co24.9425Cr24.9425Ni24.9425Mo0.23,Fe24.9425Co24.9425Cr24.9425Ni24.9425Mo0.23,0.0,24.9425,24.9425,24.9425,24.9425,0.0,0.0,0.0,0.0,0.0,0.23,0.0,0.0,0.0,,[],powder metallurgical processes,,,,powder metallurgical processes,tensile,293,K,,,,,"stress,strain",Dog bone-shaped,circular,"34.5, 8.0",,,,0.5185185185185185,,,,,,
"Tong, Y; Chen, D; Han, B; Wang, J; Feng, R; Yang, T; Zhao, C; Zhao, YL; Guo, W; Shimizu, Y; Liu, CT; Liaw, PK; Inoue, K; Nagai, Y; Hu, A; Kai, JJ",Outstanding tensile properties of a precipitation-strengthened FeCoNiCrTi0.2 high-entropy alloy at room and cryogenic temperatures,ACTA MATERIALIA,2019,10.1016/j.actamat.2018.11.049,HEA,1,293,K,702.0,MPa,1240.0,MPa,36.0,%,,J,FeCoNiCrTi0.2,,Fe24.95Co24.95Ni24.95Cr24.95Ti0.2,Fe24.95Co24.95Ni24.95Cr24.95Ti0.2,0.0,24.95,24.95,24.95,24.95,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,slab,"[50.0, 10.0, 5.0]",arc melting; drop-casting; homogenization; water quenching; cold rolling; recrystallization; water quenching; aging; water quenching,1373.0,,,arc melting atmosphere: argon atmosphere; drop-casting mold: copper; homogenization at 1373.0 K for 5.0 h; water quenching; cold rolling reduction unit: % reduction value: [80.0]; recrystallization at 1373.0 K for 1.0 h; water quenching; aging at 1073.0 K for 1.0 h; water quenching,tensile,293,K,,,MTS RT/30 mechanical testing system,,strain,dog-bone,rectangular,"15, 2.0, 1.0",,,,0.7037037037037037,0.001,s-1,1373.0,1.0,1073.0,1.0
