"ID",Number,YS(MPa),UTS(MPa),El(%),Al(at%),Co(at%),Cr(at%),Fe(at%),Ni(at%),Ta(at%),Nb(at%),Mo(at%),Ti(at%),V(at%),Mn(at%),C(at%),Cu(at%),W(at%),Hom_Temp(K),CR(%),recrystalize temperature/K,recrystalize time/mins,Anneal_Temp(K),Anneal_Time(h),aging temperature/K,aging time/hours,?,T_K,E,?r,?.1,??,VEC,?H,?S,?.2,?.3,?.4,D.?,e/a,Ec_eV/atom,G,?.5,D.r,A,F,w,?G,D.G,total_at%,Processing_Description
48,48,264.0,652.0,81.2,0.0,17.5,12.5,55.0,10.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1423,50.0,0,0.0,1273,1.0,0,0.0,1.842,1895.55,223.95,0.019276418,2.158476853,0.09995499,8.025,-2.335,10.59041722,-8597.287091,28501.02116,1.105867912,0.090525,1.775,4.41975,86.5,-0.013244997,0.0191625,-4.546034945,-149.3340152,11141.97818,0.173352592,13.255,100.0,Homogenization was performed at 1423K. followed by cold rolling to 50.0% reduction. First heat treatment was performed at 1273K for 1.0 hours
49,49,253.0,492.0,23.6,0.0,17.5,12.5,55.0,10.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1423,50.0,0,0.0,1373,0.083333333,0,0.0,1.842,1895.55,223.95,0.019276418,2.158476853,0.09995499,8.025,-2.335,10.59041722,-8597.287091,28501.02116,1.105867912,0.090525,1.775,4.41975,86.5,-0.013244997,0.0191625,-4.546034945,-149.3340152,11141.97818,0.173352592,13.255,100.0,Homogenization was performed at 1423K. followed by cold rolling to 50.0% reduction. First heat treatment was performed at 1373K for 0.083333333 hours
50,50,330.0,583.0,42.4,0.0,17.5,12.5,55.0,10.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1423,50.0,0,0.0,1373,0.166666667,0,0.0,1.842,1895.55,223.95,0.019276418,2.158476853,0.09995499,8.025,-2.335,10.59041722,-8597.287091,28501.02116,1.105867912,0.090525,1.775,4.41975,86.5,-0.013244997,0.0191625,-4.546034945,-149.3340152,11141.97818,0.173352592,13.255,100.0,Homogenization was performed at 1423K. followed by cold rolling to 50.0% reduction. First heat treatment was performed at 1373K for 0.166666667 hours
51,51,309.0,630.0,71.8,0.0,17.5,12.5,55.0,10.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1423,50.0,0,0.0,1373,0.333333333,0,0.0,1.842,1895.55,223.95,0.019276418,2.158476853,0.09995499,8.025,-2.335,10.59041722,-8597.287091,28501.02116,1.105867912,0.090525,1.775,4.41975,86.5,-0.013244997,0.0191625,-4.546034945,-149.3340152,11141.97818,0.173352592,13.255,100.0,Homogenization was performed at 1423K. followed by cold rolling to 50.0% reduction. First heat treatment was performed at 1373K for 0.333333333 hours
52,52,387.0,759.0,57.0,0.0,20.0,20.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,1373,60.0,0,0.0,1073,1.0,0,0.0,1.766,1801.2,219.4,0.036643873,4.019832882,0.138361844,8.0,-4.16,13.3808668,-5793.658002,9965.096442,1.114281099,0.1504,1.4,4.024,85.6,-0.014576561,0.0464,-5.214125557,-56.69187889,10506.91257,0.174312219,13.76,100.0,Homogenization was performed at 1373K. followed by cold rolling to 60.0% reduction. First heat treatment was performed at 1073K for 1.0 hours
53,53,280.0,710.0,40.0,0.0,25.0,25.0,25.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1473,92.0,0,0.0,1173,1.0,0,0.0,1.82,1871.75,224.75,0.01176159,1.321708679,0.096695398,8.25,-3.75,11.52565132,-5752.836761,83316.95755,1.034823207,0.1,1.5,4.3025,87.0,-0.017244782,0.01625,-7.38465545,-540.8620011,12617.80775,0.188344478,15.75,100.0,Homogenization was performed at 1473K. followed by cold rolling to 92.0% reduction. First heat treatment was performed at 1173K for 1.0 hours
54,54,200.0,550.0,38.0,0.0,25.0,0.0,25.0,25.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,1373,90.0,0,0.0,1273,1.0,0,0.0,1.7925,1706.5,204.5,0.040969096,4.189090028,0.142894192,8.5,-4.0,11.52565132,-4917.130994,6866.773498,1.114281099,0.14125,1.5,4.005,78.25,-0.000668125,0.05,-5.216331095,-49.07355973,11127.84011,0.036567167,3.125,100.0,Homogenization was performed at 1373K. followed by cold rolling to 90.0% reduction. First heat treatment was performed at 1273K for 1.0 hours
55,55,260.0,690.0,43.0,0.0,25.0,25.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,1373,90.0,0,0.0,1273,1.0,0,0.0,1.75,1798.75,221.5,0.039871404,4.415757966,0.150499169,8.0,-5.5,11.52565132,-3769.411874,7250.073752,1.11408953,0.1625,1.25,3.96,86.5,-0.017801565,0.0525,-5.468267997,-50.64761664,10779.21533,0.191450811,15.5,100.0,Homogenization was performed at 1373K. followed by cold rolling to 90.0% reduction. First heat treatment was performed at 1273K for 1.0 hours
56,56,195.0,507.0,32.0,0.0,33.333,0.0,33.333,33.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1473,92.0,0,0.0,1173,1.0,0,0.0,1.8733146,1768.98231,206.6646,0.006532013,0.674967923,0.032998157,8.99991,-1.333306667,9.133854369,-12118.46247,214072.0693,1.017387245,0.035554844,1.66665,4.3699563,77.66589,-0.000841117,0.008888711,2.614313301,477.8967708,14415.06836,0.039801138,3.111048889,99.999,Homogenization was performed at 1473K. followed by cold rolling to 92.0% reduction. First heat treatment was performed at 1173K for 1.0 hours
57,57,310.0,835.0,63.0,0.0,33.333,33.333,0.0,33.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1473,92.0,0,0.0,1273,1.0,0,0.0,1.8166485,1891.98108,229.33104,0.013525322,1.550888083,0.111454468,8.33325,-4.888791112,9.133854369,-3534.836989,49929.68831,1.034832988,0.111108889,1.33332,4.3099569,88.66578,-0.021515661,0.017777422,-5.553051231,-321.9012455,13840.45674,0.210056916,17.77742222,99.999,Homogenization was performed at 1473K. followed by cold rolling to 92.0% reduction. First heat treatment was performed at 1273K for 1.0 hours
58,58,220.0,600.0,30.0,0.0,0.0,0.0,33.333,33.333,0.0,0.0,0.0,0.0,0.0,33.333,0.0,0.0,0.0,1373,90.0,0,0.0,1173,1.0,0,0.0,1.7633157,1685.98314,202.99797,0.044306239,4.497038255,0.154343721,8.33325,-4.444355556,9.133854369,-3464.962304,4652.906414,1.113899224,0.1599968,1.33332,3.8766279,79.33254,-0.000450217,0.057776622,-5.525156936,-45.37127375,9893.164158,0.031442658,2.666613334,99.999,Homogenization was performed at 1373K. followed by cold rolling to 90.0% reduction. First heat treatment was performed at 1173K for 1.0 hours
59,59,215.0,630.0,36.0,0.0,33.333,0.0,0.0,33.333,0.0,0.0,0.0,0.0,0.0,33.333,0.0,0.0,0.0,1373,90.0,0,0.0,1173,1.0,0,0.0,1.7799822,1671.64995,202.33131,0.045907083,4.644220155,0.16309425,8.66658,-5.777662223,9.133854369,-2642.696407,4334.057618,1.114026336,0.1599968,1.33332,3.9132942,76.99923,-0.000413306,0.057776622,-5.474764252,-42.2582757,11729.04463,0.028055297,2.222177778,99.999,Homogenization was performed at 1373K. followed by cold rolling to 90.0% reduction. First heat treatment was performed at 1173K for 1.0 hours
60,60,180.0,500.0,36.0,0.0,0.0,0.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1473,92.0,0,0.0,1173,1.0,0,0.0,1.87,1769.5,205.5,0.008,0.822,0.04,9.0,-2.0,5.762825659,-5098.660002,90044.15092,1.017387173,0.04,1.5,4.36,79.0,-0.000707791,0.01,6.469123596,887.6404494,13841.2872,0.037974684,3.0,100.0,Homogenization was performed at 1473K. followed by cold rolling to 92.0% reduction. First heat treatment was performed at 1173K for 1.0 hours
61,61,100.0,535.0,42.0,0.0,50.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1473,92.0,0,0.0,1073,1.0,0,0.0,1.895,1748.0,204.5,0.004016064,0.41064257,0.015,9.5,0.0,5.762825659,#DIV/0!,357300.9537,1.008690983,0.015,1.5,4.415,75.5,-2.19e-05,0.005,0.725747966,256.2112436,17596.2878,0.006622517,0.5,100.0,Homogenization was performed at 1473K. followed by cold rolling to 92.0% reduction. First heat treatment was performed at 1073K for 1.0 hours
62,62,350.0,701.0,61.0,0.0,0.0,20.0,40.0,20.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,1473,0.0,0,0.0,923,0.166666667,0,0.0,1.756,1809.8,219.8,0.035711461,3.924689527,0.131392542,7.8,-3.04,11.07573654,-6593.706576,8684.751346,1.114204378,0.1424,1.4,4.002,87.0,-0.01270337,0.0448,-5.231496663,-59.49349441,9474.296896,0.162878065,12.8,100.0,Homogenization was performed at 1473K. First heat treatment was performed at 923K for 0.166666667 hours
63,63,740.0,800.0,16.0,0.0,0.0,20.0,40.0,20.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,1473,50.0,0,0.0,923,0.166666667,0,0.0,1.756,1809.8,219.8,0.035711461,3.924689527,0.131392542,7.8,-3.04,11.07573654,-6593.706576,8684.751346,1.114204378,0.1424,1.4,4.002,87.0,-0.01270337,0.0448,-5.231496663,-59.49349441,9474.296896,0.162878065,12.8,100.0,Homogenization was performed at 1473K. followed by cold rolling to 50.0% reduction. First heat treatment was performed at 923K for 0.166666667 hours
64,64,1000.0,1000.0,6.0,0.0,0.0,20.0,40.0,20.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,1473,70.0,0,0.0,923,0.166666667,0,0.0,1.756,1809.8,219.8,0.035711461,3.924689527,0.131392542,7.8,-3.04,11.07573654,-6593.706576,8684.751346,1.114204378,0.1424,1.4,4.002,87.0,-0.01270337,0.0448,-5.231496663,-59.49349441,9474.296896,0.162878065,12.8,100.0,Homogenization was performed at 1473K. followed by cold rolling to 70.0% reduction. First heat treatment was performed at 923K for 0.166666667 hours
65,65,1360.0,1470.0,15.0,0.0,19.8,19.8,19.8,19.8,0.0,0.0,0.0,0.0,0.0,19.8,1.0,0.0,0.0,1273,80.0,0,0.0,0,0.0,0,0.0,1.77384,1822.658,217.226,0.048781119,5.298263631,0.158232912,7.96,-6.120576,13.71265489,-4083.517653,5762.594189,1.429045927,0.16293024,1.386,4.05746,84.784,-0.023262661,0.05379264,-6.060290505,-39.45034892,10523.08742,0.199582317,15.101856,100.0,Homogenization was performed at 1273K. followed by cold rolling to 80.0% reduction
66,66,1070.0,1270.0,14.0,0.0,19.8,19.8,19.8,19.8,0.0,0.0,0.0,0.0,0.0,19.8,1.0,0.0,0.0,1273,80.0,0,0.0,973,0.5,0,0.0,1.77384,1822.658,217.226,0.048781119,5.298263631,0.158232912,7.96,-6.120576,13.71265489,-4083.517653,5762.594189,1.429045927,0.16293024,1.386,4.05746,84.784,-0.023262661,0.05379264,-6.060290505,-39.45034892,10523.08742,0.199582317,15.101856,100.0,Homogenization was performed at 1273K. followed by cold rolling to 80.0% reduction. First heat treatment was performed at 973K for 0.5 hours
67,67,720.0,980.0,37.0,0.0,19.8,19.8,19.8,19.8,0.0,0.0,0.0,0.0,0.0,19.8,1.0,0.0,0.0,1273,80.0,0,0.0,1073,0.5,0,0.0,1.77384,1822.658,217.226,0.048781119,5.298263631,0.158232912,7.96,-6.120576,13.71265489,-4083.517653,5762.594189,1.429045927,0.16293024,1.386,4.05746,84.784,-0.023262661,0.05379264,-6.060290505,-39.45034892,10523.08742,0.199582317,15.101856,100.0,Homogenization was performed at 1273K. followed by cold rolling to 80.0% reduction. First heat treatment was performed at 1073K for 0.5 hours
68,68,570.0,880.0,48.0,0.0,19.8,19.8,19.8,19.8,0.0,0.0,0.0,0.0,0.0,19.8,1.0,0.0,0.0,1273,80.0,0,0.0,1173,0.5,0,0.0,1.77384,1822.658,217.226,0.048781119,5.298263631,0.158232912,7.96,-6.120576,13.71265489,-4083.517653,5762.594189,1.429045927,0.16293024,1.386,4.05746,84.784,-0.023262661,0.05379264,-6.060290505,-39.45034892,10523.08742,0.199582317,15.101856,100.0,Homogenization was performed at 1273K. followed by cold rolling to 80.0% reduction. First heat treatment was performed at 1173K for 0.5 hours
69,69,380.0,810.0,66.0,0.0,19.8,19.8,19.8,19.8,0.0,0.0,0.0,0.0,0.0,19.8,1.0,0.0,0.0,1273,80.0,0,0.0,1373,0.5,0,0.0,1.77384,1822.658,217.226,0.048781119,5.298263631,0.158232912,7.96,-6.120576,13.71265489,-4083.517653,5762.594189,1.429045927,0.16293024,1.386,4.05746,84.784,-0.023262661,0.05379264,-6.060290505,-39.45034892,10523.08742,0.199582317,15.101856,100.0,Homogenization was performed at 1273K. followed by cold rolling to 80.0% reduction. First heat treatment was performed at 1373K for 0.5 hours
70,70,1417.0,1534.0,9.0,0.0,33.3333,33.3333,0.0,33.3333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1373,78.0,0,0.0,298,0.0,0,0.0,1.81666485,1891.998108,229.333104,0.013525257,1.550894642,0.111454968,8.333325,-4.888879111,9.133861748,-3534.808031,49930.20504,1.034832858,0.111110889,1.333332,4.30999569,88.666578,-0.021524227,0.017777742,-5.553022877,-321.9003098,13841.20415,0.21005597,17.77774222,99.9999,Homogenization was performed at 1373K. followed by cold rolling to 78.0% reduction. First heat treatment was performed at 298K
71,71,1658.0,1747.0,1.6,0.0,33.3333,33.3333,0.0,33.3333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1373,78.0,0,0.0,873,0.5,0,0.0,1.81666485,1891.998108,229.333104,0.013525257,1.550894642,0.111454968,8.333325,-4.888879111,9.133861748,-3534.808031,49930.20504,1.034832858,0.111110889,1.333332,4.30999569,88.666578,-0.021524227,0.017777742,-5.553022877,-321.9003098,13841.20415,0.21005597,17.77774222,99.9999,Homogenization was performed at 1373K. followed by cold rolling to 78.0% reduction. First heat treatment was performed at 873K for 0.5 hours
72,72,1258.0,1310.0,16.0,0.0,33.3333,33.3333,0.0,33.3333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1373,78.0,0,0.0,923,0.5,0,0.0,1.81666485,1891.998108,229.333104,0.013525257,1.550894642,0.111454968,8.333325,-4.888879111,9.133861748,-3534.808031,49930.20504,1.034832858,0.111110889,1.333332,4.30999569,88.666578,-0.021524227,0.017777742,-5.553022877,-321.9003098,13841.20415,0.21005597,17.77774222,99.9999,Homogenization was performed at 1373K. followed by cold rolling to 78.0% reduction. First heat treatment was performed at 923K for 0.5 hours
73,73,1053.0,1201.0,35.0,0.0,33.3333,33.3333,0.0,33.3333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1373,78.0,0,0.0,873,1.0,0,0.0,1.81666485,1891.998108,229.333104,0.013525257,1.550894642,0.111454968,8.333325,-4.888879111,9.133861748,-3534.808031,49930.20504,1.034832858,0.111110889,1.333332,4.30999569,88.666578,-0.021524227,0.017777742,-5.553022877,-321.9003098,13841.20415,0.21005597,17.77774222,99.9999,Homogenization was performed at 1373K. followed by cold rolling to 78.0% reduction. First heat treatment was performed at 873K for 1.0 hours
74,74,982.0,1191.0,43.0,0.0,33.3333,33.3333,0.0,33.3333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1373,78.0,0,0.0,923,1.0,0,0.0,1.81666485,1891.998108,229.333104,0.013525257,1.550894642,0.111454968,8.333325,-4.888879111,9.133861748,-3534.808031,49930.20504,1.034832858,0.111110889,1.333332,4.30999569,88.666578,-0.021524227,0.017777742,-5.553022877,-321.9003098,13841.20415,0.21005597,17.77774222,99.9999,Homogenization was performed at 1373K. followed by cold rolling to 78.0% reduction. First heat treatment was performed at 923K for 1.0 hours
75,75,847.0,1121.0,51.0,0.0,33.3333,33.3333,0.0,33.3333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1373,78.0,0,0.0,973,1.0,0,0.0,1.81666485,1891.998108,229.333104,0.013525257,1.550894642,0.111454968,8.333325,-4.888879111,9.133861748,-3534.808031,49930.20504,1.034832858,0.111110889,1.333332,4.30999569,88.666578,-0.021524227,0.017777742,-5.553022877,-321.9003098,13841.20415,0.21005597,17.77774222,99.9999,Homogenization was performed at 1373K. followed by cold rolling to 78.0% reduction. First heat treatment was performed at 973K for 1.0 hours
76,76,601.0,992.0,64.0,0.0,33.3333,33.3333,0.0,33.3333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1373,78.0,0,0.0,1073,1.0,0,0.0,1.81666485,1891.998108,229.333104,0.013525257,1.550894642,0.111454968,8.333325,-4.888879111,9.133861748,-3534.808031,49930.20504,1.034832858,0.111110889,1.333332,4.30999569,88.666578,-0.021524227,0.017777742,-5.553022877,-321.9003098,13841.20415,0.21005597,17.77774222,99.9999,Homogenization was performed at 1373K. followed by cold rolling to 78.0% reduction. First heat treatment was performed at 1073K for 1.0 hours
77,77,474.0,941.0,68.0,0.0,33.3333,33.3333,0.0,33.3333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1373,78.0,0,0.0,1173,1.0,0,0.0,1.81666485,1891.998108,229.333104,0.013525257,1.550894642,0.111454968,8.333325,-4.888879111,9.133861748,-3534.808031,49930.20504,1.034832858,0.111110889,1.333332,4.30999569,88.666578,-0.021524227,0.017777742,-5.553022877,-321.9003098,13841.20415,0.21005597,17.77774222,99.9999,Homogenization was performed at 1373K. followed by cold rolling to 78.0% reduction. First heat treatment was performed at 1173K for 1.0 hours
78,78,375.0,816.0,68.0,0.0,33.3333,33.3333,0.0,33.3333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1373,78.0,0,0.0,1373,1.0,0,0.0,1.81666485,1891.998108,229.333104,0.013525257,1.550894642,0.111454968,8.333325,-4.888879111,9.133861748,-3534.808031,49930.20504,1.034832858,0.111110889,1.333332,4.30999569,88.666578,-0.021524227,0.017777742,-5.553022877,-321.9003098,13841.20415,0.21005597,17.77774222,99.9999,Homogenization was performed at 1373K. followed by cold rolling to 78.0% reduction. First heat treatment was performed at 1373K for 1.0 hours
79,79,1220.0,1350.0,4.5,11.111,22.222,22.222,22.222,22.222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,80.0,0,0.0,973,1.0,0,0.0,1.7966487,1767.42677,207.44237,0.043845796,4.547737961,0.112545725,7.66659,-9.086238026,13.14516513,-2556.95665,6837.701221,1.169115847,0.120491417,1.66665,4.2010691,80.22142,-0.05310017,0.046912642,-5.500253585,-45.22398265,11501.25056,0.306906241,24.49333729,99.999,followed by cold rolling to 80.0% reduction. First heat treatment was performed at 973K for 1.0 hours
80,80,1100.0,1280.0,6.5,11.111,22.222,22.222,22.222,22.222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,80.0,0,0.0,1073,1.0,0,0.0,1.7966487,1767.42677,207.44237,0.043845796,4.547737961,0.112545725,7.66659,-9.086238026,13.14516513,-2556.95665,6837.701221,1.169115847,0.120491417,1.66665,4.2010691,80.22142,-0.05310017,0.046912642,-5.500253585,-45.22398265,11501.25056,0.306906241,24.49333729,99.999,followed by cold rolling to 80.0% reduction. First heat treatment was performed at 1073K for 1.0 hours
81,81,770.0,1000.0,12.0,11.111,22.222,22.222,22.222,22.222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,80.0,0,0.0,1173,1.0,0,0.0,1.7966487,1767.42677,207.44237,0.043845796,4.547737961,0.112545725,7.66659,-9.086238026,13.14516513,-2556.95665,6837.701221,1.169115847,0.120491417,1.66665,4.2010691,80.22142,-0.05310017,0.046912642,-5.500253585,-45.22398265,11501.25056,0.306906241,24.49333729,99.999,followed by cold rolling to 80.0% reduction. First heat treatment was performed at 1173K for 1.0 hours
82,82,550.0,830.0,27.0,11.111,22.222,22.222,22.222,22.222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,80.0,0,0.0,1273,1.0,0,0.0,1.7966487,1767.42677,207.44237,0.043845796,4.547737961,0.112545725,7.66659,-9.086238026,13.14516513,-2556.95665,6837.701221,1.169115847,0.120491417,1.66665,4.2010691,80.22142,-0.05310017,0.046912642,-5.500253585,-45.22398265,11501.25056,0.306906241,24.49333729,99.999,followed by cold rolling to 80.0% reduction. First heat treatment was performed at 1273K for 1.0 hours
83,83,430.0,770.0,41.0,11.111,22.222,22.222,22.222,22.222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,80.0,0,0.0,1373,1.0,0,0.0,1.7966487,1767.42677,207.44237,0.043845796,4.547737961,0.112545725,7.66659,-9.086238026,13.14516513,-2556.95665,6837.701221,1.169115847,0.120491417,1.66665,4.2010691,80.22142,-0.05310017,0.046912642,-5.500253585,-45.22398265,11501.25056,0.306906241,24.49333729,99.999,followed by cold rolling to 80.0% reduction. First heat treatment was performed at 1373K for 1.0 hours
84,84,320.0,730.0,52.0,11.111,22.222,22.222,22.222,22.222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,80.0,0,0.0,1473,1.0,0,0.0,1.7966487,1767.42677,207.44237,0.043845796,4.547737961,0.112545725,7.66659,-9.086238026,13.14516513,-2556.95665,6837.701221,1.169115847,0.120491417,1.66665,4.2010691,80.22142,-0.05310017,0.046912642,-5.500253585,-45.22398265,11501.25056,0.306906241,24.49333729,99.999,followed by cold rolling to 80.0% reduction. First heat treatment was performed at 1473K for 1.0 hours
85,85,1720.0,1720.0,9.0,0.0,34.0,20.0,6.0,34.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1473,70.0,0,0.0,0,0.0,0,0.0,1.86,1907.06,227.26,0.023141827,2.629605786,0.120166551,8.5,-4.2928,11.58212896,-5145.316543,21626.84245,1.106009366,0.11624,1.46,4.4882,86.82,-0.019891764,0.02556,-4.475013214,-106.5533772,14361.08406,0.212266621,16.9992,100.0,Homogenization was performed at 1473K. followed by cold rolling to 70.0% reduction
86,86,1470.0,1470.0,15.0,0.0,34.0,20.0,6.0,34.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1473,70.0,0,0.0,948,1.0,0,0.0,1.86,1907.06,227.26,0.023141827,2.629605786,0.120166551,8.5,-4.2928,11.58212896,-5145.316543,21626.84245,1.106009366,0.11624,1.46,4.4882,86.82,-0.019891764,0.02556,-4.475013214,-106.5533772,14361.08406,0.212266621,16.9992,100.0,Homogenization was performed at 1473K. followed by cold rolling to 70.0% reduction. First heat treatment was performed at 948K for 1.0 hours
87,87,1050.0,1190.0,22.0,0.0,34.0,20.0,6.0,34.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1473,70.0,0,0.0,948,5.0,0,0.0,1.86,1907.06,227.26,0.023141827,2.629605786,0.120166551,8.5,-4.2928,11.58212896,-5145.316543,21626.84245,1.106009366,0.11624,1.46,4.4882,86.82,-0.019891764,0.02556,-4.475013214,-106.5533772,14361.08406,0.212266621,16.9992,100.0,Homogenization was performed at 1473K. followed by cold rolling to 70.0% reduction. First heat treatment was performed at 948K for 5.0 hours
88,88,1020.0,1200.0,36.0,0.0,34.0,20.0,6.0,34.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1473,70.0,0,0.0,948,10.0,0,0.0,1.86,1907.06,227.26,0.023141827,2.629605786,0.120166551,8.5,-4.2928,11.58212896,-5145.316543,21626.84245,1.106009366,0.11624,1.46,4.4882,86.82,-0.019891764,0.02556,-4.475013214,-106.5533772,14361.08406,0.212266621,16.9992,100.0,Homogenization was performed at 1473K. followed by cold rolling to 70.0% reduction. First heat treatment was performed at 948K for 10.0 hours
89,89,1270.0,1310.0,20.0,0.0,34.0,20.0,6.0,34.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1473,70.0,0,0.0,973,0.5,0,0.0,1.86,1907.06,227.26,0.023141827,2.629605786,0.120166551,8.5,-4.2928,11.58212896,-5145.316543,21626.84245,1.106009366,0.11624,1.46,4.4882,86.82,-0.019891764,0.02556,-4.475013214,-106.5533772,14361.08406,0.212266621,16.9992,100.0,Homogenization was performed at 1473K. followed by cold rolling to 70.0% reduction. First heat treatment was performed at 973K for 0.5 hours
90,90,1100.0,1260.0,32.0,0.0,34.0,20.0,6.0,34.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1473,70.0,0,0.0,973,1.0,0,0.0,1.86,1907.06,227.26,0.023141827,2.629605786,0.120166551,8.5,-4.2928,11.58212896,-5145.316543,21626.84245,1.106009366,0.11624,1.46,4.4882,86.82,-0.019891764,0.02556,-4.475013214,-106.5533772,14361.08406,0.212266621,16.9992,100.0,Homogenization was performed at 1473K. followed by cold rolling to 70.0% reduction. First heat treatment was performed at 973K for 1.0 hours
91,91,940.0,1190.0,37.0,0.0,34.0,20.0,6.0,34.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1473,70.0,0,0.0,1073,1.0,0,0.0,1.86,1907.06,227.26,0.023141827,2.629605786,0.120166551,8.5,-4.2928,11.58212896,-5145.316543,21626.84245,1.106009366,0.11624,1.46,4.4882,86.82,-0.019891764,0.02556,-4.475013214,-106.5533772,14361.08406,0.212266621,16.9992,100.0,Homogenization was performed at 1473K. followed by cold rolling to 70.0% reduction. First heat treatment was performed at 1073K for 1.0 hours
